sense ID	lemma	variant	POS	comment
368209	dzbanek do kawy	1	2	##K: og. ##D: naczynie, które służy do podawania do stołu kawy, zwykle część serwisu. [##P: ] {##L: } <##s> <##nDD>
368214	metoda gramatyczno-tłumaczeniowa	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368219	dzbanek do herbaty	1	2	##K: og. ##D: naczynie, które służy do podawania do stołu herbaty. [##P: ] {##L: } <##s> <##nDD>
368222	termos bufetowy	1	2	##K: og. ##D: duży termos, w którym trzyma się wodę do gorących napojów, albo w którym przetrzymuje się zaparzoną kawę lub herbatę. <##nDD>
368225	termos stołowy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368230	urządzenie telemetryczne	1	2	urządzenie służące do pomiarów na odległość <##s> <##nDD>
368233	technika plastyczna	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368231	technika malarska	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
368257	akcelerator elektronów	1	2	##K: specj. ##D: urządzenie służące do przyspieszania elektronów. <##nDD>
368258	akcelerator protonów	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368259	zderzacz elektronów	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368260	zderzacz protonów	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368262	mikrofalowy akcelerator liniowy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368269	żegadło zamrażające	1	2	##K: specj. ##D: żegadło niszczące zbędne tkanki (brodawki, narośle itd.) poprzez zamrożenie. <##s> <##nDD>
368288	narzędzie wymierzania kary	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
368342	mały przedmiot	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368399	inżynier górnictwa	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
##A1: 0 ##A2: 0
368400	haczyk z zadziorem	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
368443	insygnia koronacyjne	1	2	##K: og. ##D: insygnia królewskie używane w dniu koronacji. <##s> <##nDD>
368514	czerpadło śrubowe	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368527	gwardia pretoriańska	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368529	stolica regionu	1	2	##K: og. ##D: główne miasto regionu, obszaru wyróżnianego ze względów historycznych i geograficznych. <##nDD>
368602	kiełzno wędzidłowe	1	2	##K: specj. ##D: rodzaj kiełzna, element ogłowia wkładany koniowi do pyska w celu przekazywania mu sygnałów i kierowania nim. [##P: ] {##L: http://pl.wikipedia.org/wiki/W%C4%99dzid%C5%82o} <##nDD>
368604	kiełzno bezwędzidłowe	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368642	łęk tylny	1	2	##K: specj. ##D: jeden z łęków w stelażu siodła. [##W: Łęk tylny ogranicza siodło od tyłu i jest również wygięty w łuk – dłuższy i bardziej płaski od łęku przedniego.] <##nDD>
368643	łęk przedni	1	2	##K: specj. ##D: jeden z łęków w stelażu siodła. [##P: Łęk przedni ogranicza siodło od przodu, jest wygięty w łuk, pod którym znajduje się miejsce na kłąb konia.] <##nDD>
368649	masa papierowa	1	2	##K: specj. ##D: bardzo łatwa do zrobienia masa do lepienia, używana np. w szkole na ZPT, zrobiona z papieru, wody i mąki ziemniaczanej. [##P: Masa papierowa jest często wykorzystywana w teatrze do wykonywania dekoracji.] <##nDD> 
368703	papier makulaturowy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368711	siodło wszechstronne	1	2	##K: specj. ##D: siodło wielofunkcyjne. <##nDD>
368715	siodło wyścigowe	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368716	surowiec wtórny	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368871	czarna bierka	1	2	w szachach czarna figura lub czarny pion <##s> <##nDD>
368873	biała bierka	1	2	##K: og. ##D: w szachach biała figura lub biały pion. <##nDD> 
368874	biała figura	1	2	w szachach figura koloru białego <##s> <##nDD>
368875	biały pion	1	2	w szachach pion koloru białego <##s> <##nDD>
368876	biały pionek	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368877	czarny pion	1	2	w szachach pion koloru czarnego <##s> <##nDD>
368878	czarna figura	1	2	w szachach figura koloru czarnego <##s> <##nDD>
368879	czarny król	1	2	w szachach król koloru czarnego <##nDD>
368881	czarna królowa	1	2	w szachach królowa koloru czarnego <##s> <##nDD>
368882	czarny hetman	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD> 
368883	czarny koń	2	2	##K: og. ##D: w szachach koń koloru czarnego. <##s> <##nDD>
368884	czarny skoczek	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
368885	czarna wieża	1	2	w szachach wieża koloru czarnego <##s> <##nDD>
368886	czarny goniec	1	2	w szachach goniec koloru czarnego <##s> <##nDD>
368887	biały król	1	2	w szachach król koloru białego <##s> <##nDD>
368888	czarny pionek	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
368889	biały hetman	1	2	w szachach hetman (królowa) koloru białego <##s> <##nDD>
368890	biała królowa	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
368891	biała wieża	1	2	w szachach wieża koloru białego <##s> <##nDD>
368892	biały skoczek	1	2	w szachach koń (skoczek) koloru białego <##s> <##nDD>
368893	biały koń	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
368894	biały goniec	1	2	w szachach goniec (laufer) koloru białego <##s> <##nDD>
368895	biały laufer	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
368896	czarny laufer	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD> 
368904	biała królówka	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
368905	czarna dama	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD> 
368906	czarna królówka	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
368943	izolowany pion	1	2	taki, który nie mają przyjacielskich pionów w sąsiednich kolumnach <##s> <##nDD>
368944	odstały pion	1	2	osamotniony pion, którego sąsiedzi zawędrowali zbyt daleko do przodu <##s> <##nDD>
368984	wariant z szybkim d5	1	2	"1. e4 e5, 2. f4 e:f4, 3. Sf3 d5. Czarne dążą do jak najszybszego rozwoju własnych figur" (W) <##nDD>
##A1: 0 ##A2: 0
368986	nieprzyjęty gambit królewski	1	2	"1. e4 e5, 2. f4 Gc5, 3. Sf3 d6. Czarne nie zwracają uwagi na ofiarowanego im piona, który na polu f4 przeszkadza własnemu czarnopolowemu gońcowi" (W) <##nDD>
##A1: 0  ##A2: 0
368996	goniec białopolowy	1	2	##K: specj. ##D: goniec poruszający się tylko po białych polach. [##P: Żeby wygrać mecz, musisz teraz ruszyć się gońcem białopolowym.] <##nDD> 
368997	goniec czarnopolowy	1	2	##K: specj. ##D:goniec, który w rozgrywce szachowej porusza się po ciemnych polach szachownicy. [##P: ] {##L: } <##nDD>
369002	laufer czarnopolowy	1	2	##K: specj. ##D: laufer, który w rozgrywce szachowej porusza się po ciemnych polach szachownicy. <##nDD>
369003	laufer białopolowy	1	2	##K: specj. ##D: laufer poruszający się tylko po białych polach. <##nDD>
369007	podbijarka torowa	1	2	##K: specj. ##D: samojezdna maszyna wyrównująca przebieg i płaszczyznę toru kolejowego. [##P: W trakcie podbijania, tor (szyny z podkładami) jest podnoszony przez uchwyty podbijarki torowej, a następnie pod podkłady podsypywany jest tłuczeń, dzięki czemu tor po opuszczeniu znajduje się na odpowiedniej wysokości i obciążenie przekazywane jest na tłuczeń na całej długości podkładów.] {##L: https://pl.wikipedia.org/wiki/Podbijarka_torowa} <##nDD> 
369009	potrząsarka karuzelowa	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369046	żywe szachy	1	2	"rozgrywanie partii szachów na dużej szachownicy za pomocą osób przebranych za bierki szachowe" (W) <##nDD> ##A1: 0 ##A2: 0
369053	dzbanek na kwiaty	1	2	##K: og. ##D: naczynie służące do przechowywania kwiatów, podobne do wazonu, ale posiadające jedno lub dwa ucha. [##P: ] {##L: } <##s> <##nDD>
369054	dzbanek na wodę	1	2	##K: og. ##D: naczynie na wodę z jednym uchem, zazwyczaj szklane. [##P: ] {##L: } <##s> <##nDD>
369055	dzbanek do śmietany	1	2	##K: og. ##D: naczynie, w którym podaje się do stołu śmietanę. [##P: ] {##L: } <##s> <##nDD>
369062	bukłak na wodę	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369070	naczynie na wodę święconą	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369086	samorodny talent	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
##A1: {radość; użyteczność, wiedza} + m [Uczniowie, którzy uczą się gry na skrzypcach, zazwyczaj muszą włożyć bardzo dużo pracy, żeby cokolwiek osiągnąć, ale Krzysztof to taki rzadki samorodny talent: on się urodził, żeby grać.] ##A2: {radość; użyteczność, wiedza} + m [Chętnię zatrudnię Kamila, który jest samorodnym talentem marketingowym.]
369099	deska do krojenia	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369101	tacka na kostki lodu	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369103	taca na kostki lodu	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369113	wrzutnik monet	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369128	filozof starożytny	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
##A1: 0 ##A2: 0
369139	filozof klasyczny	1	2	##K:  ##D: . [##P: ] {##L: }
##A1: 0 ##A2: 0 <##nDD> 
369143	doktryna filozoficzna	1	2	##K: og. ##D: zespół twierdzeń i dogmatów filozoficznych. [##W: Innatyzm to doktryna filozoficzna głosząca, że umysł rodzi się z ideami/wiedzą i dlatego nie jest czystą tablicą w momencie narodzin, jak twierdzili wcześni empiryści tacy jak John Locke.] <##nDD> 
369145	koncepcja filozoficzna	1	2	##K: specj. ##D: idea stworzona na gruncie filozofii. [##W: Wieczny powrót (inaczej apokatastasis lub palingeneza światów) to koncepcja filozoficzna przyjmująca, że świat powtarzał się i będzie powtarzać się wciąż w tej samej postaci nieskończenie wiele razy.] <##nDD> 
369156	miejsce święte	1	2	##K: og. ##D: miejsce uznawane przez wyznawców danej religii za święte, uświęcone obecnością istoty boskiej lub świętego, albo z innego powodu uznane za takie. [##W: Miejsca święte bywają celem pielgrzymek.] {##L: http://pl.wikipedia.org/wiki/Miejsce_%C5%9Bwi%C4%99te} <##s> <##nDD>
369157	święta góra	1	2	##K: og. ##D: góra otaczana w danej kulturze specjalną czcią. [##P: Niemal każda religia ma jakąś świętą górę, albo chociaż góry związane z działalnością ich bóstw, świętych czy proroków.] <##nDD>
369174	doktryna teologiczna	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
369184	stanowisko etyczne	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
369191	góra podmorska	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369201	ręcznik kąpielowy	1	2	##K: og. ##D: duży ręcznik, taki, którym można po kąpieli osuszyć całe ciało. <##nDD>
369211	ręcznik plażowy	1	2	##K: og. ##D: bardzo duży ręcznik, który może być używany na plaży do leżenia. <##nDD> 
369216	doktryna ekonomiczna	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369225	tkanina bambusowa	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369266	odciągacz pokarmu	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369294	koc elektryczny	1	2	##K: og. ##D: koc ogrzewany energią elektryczną. [##P: Nie chce mi się ogrzewać całego mieszkania, więc w chłodniejsze noce okrywam się kocem elektrycznym.] <##nDD>
369301	narzuta na łóżko	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369302	kołdra dziecięca	1	2	kołderka dla dziecka <##s> <##nDD>
369303	kołderka niemowlęca	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369304	kołdra patchworkowa	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369307	poduszka antyalergiczna	1	2	##K: og. ##D: poduszka zrobiona ze specjalnego materiału, który zapobiega gromadzeniu się kurzu w poduszce i namnażaniu się roztoczy. <##s> <##nDD>
369308	poduszka półpuchowa	1	2	##K: og. ##D: poduszka zrobiona z półpuchu ptasiego. <##s> <##nDD>
369310	wałek pod głowę	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369313	poduszka ciążowa	1	2	##K: og. ##D: długa i specjalnie wyprofilowana poduszka, którą kobieta w zaawansowanej ciąży może sobie podłożyć pod głowę i pomiędzy nogi, żeby zwiększyć komfort spania. <##nDD> 
369314	poduszka syntetyczna	1	2	##K: og. ##D: poduszka zrobiona z materiału syntetycznego. <##s> <##nDD>
369318	fotel samochodowy	1	2	##K: og. ##D: . [##P: ] {##L: http://pl.wikipedia.org/wiki/Fotel_samochodowy} <##s> <##nDD> 
369319	poduszka na szpilki	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369320	poduszka na igły i szpilki	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369324	prześcieradło frotte	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369329	śpiwór rozciągliwy	1	2	śpiwór turystyczny, który jest bardzo elastyczny i dopasowuje się do kształtu śpiącego człowieka, nie ograniczając przy tym swobody ruchów <##s> <##nDD>
369330	śpiwór puchowy	1	2	bardzo ciepły śpiwór wypełniony puchem <##s> <##nDD>
369331	śpiwór syntetyczny	1	2	śpiwór, którego ścianki wypełnione są specjalnym syntetycznym materiałem termoizolacyjnym <##s> <##nDD>
369332	śpiwór całoroczny	1	2	śpiwór, w którym można spać w dowolnych temperaturach <##s> <##nDD>
369333	śpiwór trzysezonowy	1	2	śpiwór, w którym można spać od wiosny do jesieni (czyli nie zimą) <##s> <##nDD>
388691	nóż do chleba	1	2	##K: og. ##D: długi, ząbkowany nóż, którego rozmiary zwykle wynoszą 15 cm lub 25 cm (6 i 10 cali). [##P: - Podaj mi, proszę, nóż do chleba. - Już, mamo!] <##s> <##nDD>
369335	śpiwór jednosezonowy	1	2	śpiwór, w którym można spać tylko w czasie jednego sezonu (np. letniego), a zatem nie jest dostosowany do dużego zakresu zmienności temperaturowej <##s> <##nDD>
369337	śpiwór letni	1	2	śpiwór na lato, dostosowany do zakresu temperatur występujących w lecie <##s> <##nDD>
369338	śpiwór zimowy	1	2	śpiwór pod namiot na zimę, dostosowany do zakresu temperatur występujących w zimie, najcieplejszy ze śpiworów turystycznych <##s> <##nDD>
369339	śpiwór wojskowy	1	2	śpiwór o wyjątkowych własnościach termoizolacyjnych, często śpiwór używany przez wojskowe oddziały specjalne <##s> <##nDD>
369340	śpiwór militarny	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369341	śpiwór nieprzemakalny	1	2	śpiwór wykonany z materiału nieprzemakalnego <##s> <##nDD>
369342	śpiwór koperta	1	2	śpiwór w kształcie prostokąta, po rozłożeniu może służyć za kołdrę <##s> <##nDD>
369353	wabik na ryby	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> <##s>
369362	odbiornik satelitarny	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369363	cyfrowy odbiornik satelitarny	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <nDD>
369372	monitoring video	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369379	telewizja internetowa	2	2	##K: og. ##D: telewizja wyświetlana w internecie. <##nDD> 
369381	telewizja publiczna	1	2	##K: og. ##D: telewizja utrzymywana z pieniędzy rządowych i podatków obywateli. <##nDD>
369392	telewizor kineskopowy	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD> 
369402	komputer mobilny	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369405	okno aktywne	1	2	##K: og. ##D: otwarte okno programu komputerowego, w którym obecnie pracuje użytkownik. <##s> <##nDD>
369406	okno modalne	1	2	##K: specj. ##D: w systemach okienkowych okno wstrzymujące przetwarzanie zdarzeń przez pozostałe okna danej aplikacji, nie można wówczas robić niczego w żadnym innym oknie. {##L: http://pl.wikipedia.org/wiki/Okno_modalne} <##nDD>
369411	zestaw kina domowego	1	2	##K: og. ##D: zestaw urządzeń audio i wideo przeznaczony do oglądania filmów, który pozwala symulować w warunkach domowych wrażenie dźwiękowe, jakiego doświadcza widz na sali kinowej lub koncertowej. {##L: http://pl.wikipedia.org/wiki/Kino_domowe} <##nDD>
369412	odtwarzacz kasetowy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369413	telewizja HD	1	2	##K: og. ##D: telewizja wysokiej rozdzielczości; jest to ogólne określenie sygnału telewizyjnego o rozdzielczości większej niż standardowa (PAL lub NTSC). {##L: http://pl.wikipedia.org/wiki/HDTV} <##nDD>
369418	klakson ręczny	1	2	##K: og. ##D: klakson w postaci niewielkiej trąbki (lub rogu) z pompką w formie gumowej gruszki, uruchamianą przez ściśnięcie jej ręką. <##s> <##nDD>
369419	klakson samochodowy	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369422	syrena alarmowa	1	2	##K: og. ##D: syrena, która włącza się automatycznie albo jest uruchamiana przez obsługę, by zaalarmować ludzi. <##nDD> 
369427	kalkulator kieszonkowy	1	2	mały kalkulator ręczny <##s> <##nDD>
369428	kalkulator naukowy	1	2	kalkulator ręczny posiadający zaawansowane funkcje matematyczne, często możliwość wyświetlania wykresów <##s> <##nDD>
369433	komputer analogowy	1	2	##K: specj. ##D: komputer przetwarzający sygnał ciągły (analogowy) przeważnie elektryczny. {##L: http://pl.wikipedia.org/wiki/Komputer_analogowy} <##s> <##nDD>
369439	droga kołowania	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369440	licznik impulsów elektrycznych	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369441	maszynka do liczenia	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369450	komputer cyfrowy	1	2	##K: specj. ##D: komputer przetwarzający sygnał cyfrowy. [##W: Komputery analogowe do przełomu lat 60. i 70. były znacznie szybsze i tańsze od ówczesnych komputerów cyfrowych.] <##s> <##nDD> 
369451	komputer optymalizujący	1	2	komputer sterujący procesem produkcji w sposób optymalny <##s> <##nDD>
369454	dedykowany serwer plików	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369455	niededykowany serwer plików	1	2	serwer plików, który można wykorzystać również jako stację roboczą <##s> <##nDD>
369456	komputer domowy	1	2	##K: og.
##D: mikrokomputer przewidziany do zastosowań domowych (gry komputerowe, multimedia, rozrywka), zazwyczaj o uproszczonej konstrukcji w stosunku do typowego komputera osobistego, ale z dobrymi możliwościami multimedialnymi.
{##L: http://pl.wikipedia.org/wiki/Komputer_domowy}
<##nDD>
369463	komputer mainframe	1	2	"klasa komputerów używanych głównie przez duże organizacje dla krytycznych aplikacji (np. finansowych, statystycznych). Są systemami o dużej wydajności przetwarzania danych" (W) <##s> <##nDD>
369471	klaster równoważenia obciążenia	1	2	##K: specj.
##D: rodzaj klastera, w którym każda jednostka wykonuje własne zadanie z puli zadań skierowanych do całego klastera; przy takiej organizacji pojedynczy komputer może wykonywać niezależne zadanie lub współpracować z kilkoma innymi węzłami klastera. <##nDD>
369472	komputer główny	1	2	##K: specj. ##D: host - komputer podłączony do sieci komputerowej, udostępniający innym komputerom usługi sieciowe. [##W: System IPIX jednocześnie obsługiwał wiele stanowisk pracy – konsolę (komputer główny) i terminale.] {##L: } <##s> <##nDD>
369483	topologia sieci komputerowej	1	2	##K: specj.
##D: model układu połączeń różnych elementów (linki, węzły itd.) sieci komputerowej; określenie topologia sieci może odnosić się do konstrukcji fizycznej albo logicznej sieci. <##s> <##nDD>
369484	topologia magistrali	1	2	##K: specj.
##D: topologia fizycznej sieci komputerowej, charakteryzująca się tym, że wszystkie elementy sieci są podłączone do jednej magistrali (zazwyczaj jest to kabel koncentryczny).
{##L: http://pl.wikipedia.org/wiki/Topologia_magistrali} <##nDD>
369487	zegar wodny	1	2	##K: og.
##D: zegar, którego działanie opiera się na regularnym i stałym wypływie wody ze zbiornika, zwykle przez niewielki otwór.
{##L: http://pl.wikipedia.org/wiki/Zegar_wodny} <##s> <##nDD>
369489	zegar z kukułką	1	2	##K: og. ##D: zegar typu wahadłowego z wbudowaną mechaniczną kukułką, który wskazując godzinę, wybija dźwięki przypominające jej wołanie. {##L: http://pl.wikipedia.org/wiki/Zegar_z_kuku%C5%82k%C4%85} <##s> <##nDD>
369491	masło czosnkowe	1	2	##K: og. ##D: masło z dodatkiem czosnku, czasem dodaje się również inne przyprawy. [##P: Jako dodatek do smażonej ryby można dodać masło czosnkowe i lampkę lekkiego białego wina.] {##L: } <##nDD>
369492	zegar wieżowy	1	2	##K: og.
##D: zegar montowany na ścianie wieży, zwykle w budynku sakralnym lub użyteczności publicznej. <##s> <##nDD>
369493	zegar ścienny	1	2	##K: og. ##D: zegar przeznaczony do zamontowania na ścianie pomieszczenia (najczęściej wewnątrz). <##s> <##nDD>
369498	minutnik elektroniczny	1	2	##K: og.
##D: minutnik działający na bazie mechanizmu elektronicznego. <##s> <##nDD>
369501	sekundomierz ręczny	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369502	stoper ręczny	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
369506	zegar elektroniczny	1	2	##K: og.
##D: zegar w formie elektronicznego urządzenia, które wyświetla czas w sposób cyfrowy w przeciwieństwie do zegarów analogowych, w których użyte są wskazówki.
{##L: http://pl.wikipedia.org/wiki/Zegar_elektroniczny} <##s> <##nDD>
369509	bomba zegarowa	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369529	rzucanka siatkarska	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> ##A1: 0 ##A2: 0
369546	gospodarka regionalna	1	2	##K: specj. ##D: całokształt działalności gospodarczej prowadzonej w danym regionie. [##P: ] {##L: } <##nDD>
369553	autonomiczny system gospodarczy	1	2	##K: specj.
##D: jeden z modelowych rodzajów systemu gospodarczego, zakładający, że wszystkie występujące w gospodarce podmioty są własnością prywatną,  wszystkie fundamentalne decyzje przedmiotowe mają charakter autonomiczny, a także wszystkie elementy układu regulacji są autonomiczne.
{##L: http://pl.wikipedia.org/wiki/Autonomiczny_system_gospodarczy} <##nDD>
369555	gospodarka kapitalistyczna	1	2	##K: og. ##D: . [##P: ] {##L: http://pl.wikipedia.org/wiki/Kapitalizm} <##nDD>
369575	funkcja logitowa	1	2	##K: specj.
##D: logit - funkcja stosowana w statystyce (w metodzie regresji logistycznej) do przekształcania prawdopodobieństwa na logarytm ilorazu szans: logit(p) = ln(p) - ln(1-p).
{##L: http://pl.wikipedia.org/wiki/Logit}
<##nDD>
369603	realizacja zmiennej losowej	1	2	"wartość danej cechy statystycznej dla konkretnej obserwacji statystycznej" (W) <##s> <##nDD>
369609	wartość przeciętna	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369610	drugi kwartyl	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369613	średnia potęgowa	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369632	moment rzędu k	1	2	##K: specj.
##D: wartość oczekiwana zmiennej losowej, podniesionej do potęgi k, gdzie k należy do zbioru liczb naturalnych.
{##L: http://pl.wikipedia.org/wiki/Moment_zwyk%C5%82y} <##s> <##nDD>
369644	pędzel z włosia	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369647	szczoteczka elektryczna	1	2	##K: og.
##D: szczoteczka do zębów wyposażona w silniczek elektryczny, wprawiający głowicę w ruch. [##P: W 1987 roku Interplak wprowadził pierwszą szczoteczkę elektryczną z obrotową główką.] <##nDD> 
369648	elektryczna szczoteczka do zębów	1	2	##K: og.
##D: szczoteczka do zębów wyposażona w silniczek elektryczny, wprawiający głowicę w ruch. <##nDD>
369649	pędzel płaski	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369650	pędzel płaski kątowy	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369711	orientacja polityczna	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369714	krzesło biurowe	1	2	##K: og.
##D: krzesło obrotowe, wyposażone w regulację wysokości, używane podczas  pracy w biurze.
<##nDD>
369717	czytnik kart dziurkowanych	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369719	czytnik taśmy dziurkowanej	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369720	urządzenie mobilne	1	2	"(przenośne) urządzenie elektroniczne pozwalające na przetwarzanie, odbieranie oraz wysyłanie danych bez konieczności utrzymywania przewodowego połączenia z siecią. Urządzenie mobilne może być przenoszone przez użytkownika bez konieczności angażowania dod <##s> <##nDD> 
369721	urządzenie przenośne	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369722	czytnik kart pamięci	1	2	"urządzenie przenośne umożliwiające odczyt kart pamięci typu Flash" (W) <##s> <##nDD>
369723	odtwarzacz MP3	1	2	##K: pot. ##D: przenośne urządzenie służące do katalogowania i odsłuchiwania plików dźwiękowych. [##P: ] {##L: http://pl.wikipedia.org/wiki/Odtwarzacz_MP3} <##nDD>
369724	odtwarzacz empetrójek	1	2	##K: og. ##D: przenośne urządzenie służące do katalogowania i odsłuchiwania plików dźwiękowych. [##P: ] {##L: http://pl.wikipedia.org/wiki/Odtwarzacz_MP3} <##nDD>
369725	odtwarzacz MP4	1	2	" odtwarzacze mp3 z pamięcią flash oraz wyświetlaczem LCD, umożliwiające odtwarzanie muzyki, filmów, przeglądanie zdjęć i czytanie ebooków w formacie txt" (W) <##nDD>
369727	czytnik kodu paskowego	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369730	antena radiowa	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD> 
369731	antena telewizyjna	1	2	##K:  ##D: . [##P: ] {##L: } <##nDD>
369749	skaner ręczny	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD> 
369750	skaner płaski	1	2	##K: specj. ##D: rodzaj skanera obrazu charakteryzujący się rozdzielczością optyczną wynoszącą od 300×600 dpi do 7200×14400 dpi. [##W: Skanery płaskie znalazły zastosowanie w profesjonalnych pracach graficznych oraz w pracy biurowej.] {##L: http://pl.wikipedia.org/wiki/Skaner_p%C5%82aski} <##s> <##nDD>
369751	skaner bębnowy	1	2	##K: specj. ##D: urządzenie peryferyjne komputera pozwalające na stworzenie postaci cyfrowej obrazu z oryginałów transparentnych (przeźroczystych) czyli slajdów lub negatywów fotograficznych. {##L: http://pl.wikipedia.org/wiki/Skaner_b%C4%99bnowy} <##s> <##nDD>
369756	skaner 3D	1	2	##K: specj. ##D: urządzenie optoelektroniczne stworzone głównie na potrzeby tzw. projektowania odwrotnego tj. procesu projektowania przemysłowego dokonywanego na bazie istniejących obiektów. {##L: http://pl.wikipedia.org/wiki/Skaner_3D} <##s> <##nDD>
369757	skaner kwadratowy	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
369758	skaner lustrzany	1	2	##K:  ##D: . [##P: ] {##L: } <##s> <##nDD>
