type	first_word	first_word_lemma	first_word_id	second_word	second_word_lemma	second_word_id	full_mwe	full_mwe_lemma	sentence
VERB+PRON	podoba	podobać	18	się	się	19	podoba się	podobać się	Na więcej nie mogą liczyć mieszkańcy wieżowców oddalonych od Cmentarza centralnego o blisko 50 m , którym nie podoba się to , że z okien widzą pochówki .
VERB+NOUN	dokonywać	dokonywać	15	absorpcji	absorpcja	16	dokonywać absorpcji	dokonywać absorpcja	Oznacza to , iż w dającej się przewidzieć przyszłości właśnie małe i średnie firmy powinny dokonywać absorpcji pracy .
VERB+NOUN	ma	mieć	1	rację	racja	2	ma rację	mieć racja	Pewnie ma rację .
PRON+VERB	się	się	3	stanie	stać	4	się stanie	się stać	Im szybciej to się stanie , tym będziemy bardziej zadowoleni .
NOUN+NOUN	podpisania	podpisać	6	umowy	umowa	7	podpisania umowy	podpisać umowa	Błędy proceduralne popełnione podczas przygotowań do podpisania umowy kredytowej wykorzystał nowy rząd , aby odwołać dotychczasowy zarząd firmy - obsadzony przez SLD i PSL oraz Radę Nadzorczą .
VERB+PRON	śmieją	śmiać	1	się	się	2	śmieją się	śmiać się	Policjanci śmieją się , odreagowując stres .
VERB+PRON	znajdowało	znajdować	2	się	się	3	znajdowało się	znajdować się	W mieszkaniu znajdowało się dużo łatwopalnych szmat , które służyły jako posłania .
VERB+ADP	oddano	oddać	3	do	do	4	oddano do	oddać do	W listopadzie 1980 oddano do użytku nowe organy , zbudowane wg najdoskonalszych tradycji baroku przez firmę Gregor Hradetzky , Krems ( Austria ) .
VERB+ADP	wpadła	wpaść	6	na	na	7	wpadła na	wpaść na	W roku 1991 podczas kolacji Linda wpadła na pomysł , by powtórzyć i dokończyć lot Amelii : tak jak Amelia , w Elektrze z 1935 roku wystartuje z Oakland w Kalifornii i powróci w to samo miejsce po okrążeniu świata .
VERB+PRON	pojawiły	pojawić	5	się	się	6	pojawiły się	pojawić się	"Obok syrenkowych "" staruszek "" pojawiły się samochody mające jedynie kształt "" królowej polskich szos "" ."
VERB+NOUN	weźmie	wziąć	6	udział	udział	7	weźmie udział	wziąć udział	W zawodach oficjalnie figurujących w programie weźmie udział 9309 sportowców , w konkurencjach pokazowych - 260 .
VERB+NOUN	podejmie	podjąć	7	decyzję	decyzja	8	podejmie decyzję	podjąć decyzja	Prawdopodobnie dziś lub jutro zarząd Nafty Polskiej podejmie decyzję o tym , czy sprzeda Rafinerię Gdańską konsorcjum Rotch Energy .
VERB+ADP	przyjmuje	przyjmować	9	do	do	10	przyjmuje do	przyjmować do	"Przewodniczący obradom ministrów Duńczyk Thor Pedersen odpowiedział , że przyjmuje do wiadomości postulaty krajów kandydujących , ale że "" nie jest to odpowiednie forum do negocjacji członkowskich "" ."
NOUN+PROPN	wydania	wydać	7	pozwolenia	pozwolenie	8	wydania pozwolenia	wydać pozwolenie	Opinia policji jest potrzebna Urzędowi Miejskiemu do wydania pozwolenia na imprezę masową .
PRON+VERB	się	się	6	spodobało	spodobać	7	się spodobało	się spodobać	- Johannowi Reischowi miasteczko od razu się spodobało .
ADV+VERB	krótko	krótko	2	mówiąc	mówić	3	krótko mówiąc	krótko mówić	Był , krótko mówiąc , jej człowiekiem jako dosyć popularny , sławą zresztą nader dwuznaczną , dziennikarz lokalnej prasy partyjnej .
NOUN+VERB	zarzuty	zarzut	4	stawiali	stawiać	5	zarzuty stawiali	zarzut stawiać	We współczesnej dyskusji takie zarzuty stawiali H . Williams , N . Abercrombie , J . Larrain , W . Carlsnaes .
VERB+PRON	różniły	różnić	8	się	się	9	różniły się	różnić się	Pod względem języka filmowego , techniki , nie różniły się niczym od zachodnich .
VERB+PRON	zainteresował	zainteresować	4	się	się	5	zainteresował się	zainteresować się	Jeszcze w czasie studiów zainteresował się finansami i bankowością .
NOUN+VERB	Majątki	majątek	0	robią	robić	1	Majątki robią	majątek robić	Majątki robią .
VERB+PRON	znajduje	znajdować	2	się	się	3	znajduje się	znajdować się	- Chorwacja znajduje się dziś tutaj - wskazuje końcem długopisu podnóże góry .
VERB+PRON	domagała	domagać	5	się	się	6	domagała się	domagać się	"Już w czerwcu grupa bandziorów domagała się pieniędzy za "" ochronę "" ."
VERB+NOUN	spowodował	spowodować	13	wypadek	wypadek	14	spowodował wypadek	spowodować wypadek	Aż 5,5 promila alkoholu we krwi miał 27-letni Krzysztof K . , który spowodował wypadek samochodowy koło Miłomłyna ( Warmińsko - Mazurskie ) .
VERB+PRON	równa	równać	15	się	się	16	równa się	równać się	Jeśli jednak prosi się szefów Bundesbanku o obniżenie stóp procentowych ( co w ich mniemaniu równa się ryzyku inflacji ) , trzeba ich zapewnić , że posunięcie to będzie zrównoważone antyinflacyjnym działaniem Waszyngtonu , a konkretnie zmniejszaniem deficytu .
ADP+NOUN	na	na	13	ołtarze	ołtarz	14	na ołtarze	na ołtarz	Odczytano je jako zapowiedź rychłego przyjazdu papieża do Krakowa , gdzie wyniósł by na ołtarze Jana Pawła II .
VERB+NOUN	darzymy	darzyć	15	zaufaniem	zaufanie	16	darzymy zaufaniem	darzyć zaufanie	Włodek : Sponsor to członek AA o dłuższym stażu abstynenckim i większym doświadczeniu , którego darzymy zaufaniem , umawiamy się , że zawsze można się do niego zwrócić w potrzebie .
VERB+PRON	umawiamy	umawiać	18	się	się	19	umawiamy się	umawiać się	Włodek : Sponsor to członek AA o dłuższym stażu abstynenckim i większym doświadczeniu , którego darzymy zaufaniem , umawiamy się , że zawsze można się do niego zwrócić w potrzebie .
VERB+NOUN	mają	mieć	5	gwarancje	gwarancja	6	mają gwarancje	mieć gwarancja	Związkowcy podkreślili jednak , że mają gwarancje ministra w sprawie modelu PKP i przyszłych przekształceń kolei oraz dalszych rozmów z nimi .
VERB+NOUN	przeprowadzi	przeprowadzić	9	strajku	strajk	10	przeprowadzi strajku	przeprowadzić strajk	Oznacza to , że w najbliższym czasie związek nie przeprowadzi strajku na kolei .
NOUN+VERB	emocje	emocja	2	budzi	budzić	3	emocje budzi	emocja budzić	Oficjalnie największe emocje budzi zapowiedź likwidacji Senatu .
ADJ+PRON	różniących	różnić	5	się	się	6	różniących się	różnić się	Jest ich obecnie 96 , różniących się wielkością .
VERB+PRON	zdecydowała	zdecydować	4	się	się	5	zdecydowała się	zdecydować się	Dziś przyznaje , że zdecydowała się w ciemno .
VERB+PRON	pożaliła	pożalić	7	się	się	8	pożaliła się	pożalić się	W drodze do domu Wiesława K . pożaliła się taksówkarzowi Januszowi P .
VERB+NOUN	otrzymało	otrzymać	22	karę	kara	23	otrzymało karę	otrzymać kara	Jeorjos Papadopulos , szef junty , Nikos Makarezos , odpowiedzialny za gospodarkę , i Stelios Pattakos , któremu podlegały sprawy bezpieczeństwa - otrzymało karę śmierci .
VERB+PRON	pojawiły	pojawić	3	się	się	4	pojawiły się	pojawić się	W tym roku pojawiły się one w całym powiecie kwidzyńskim .
VERB+PRON	uśmiecha	uśmiechać	15	się	się	16	uśmiecha się	uśmiechać się	- Już ci mówiłem mówił em , że Arkan nie będzie z tobą rozmawiał - uśmiecha się do pułkownika .
VERB+PRON	zajął	zająć	5	się	się	6	zajął się	zająć się	Natychmiast po odejściu od niej zajął się Kasią Baligą .
VERB+PRON	liczą	liczyć	12	się	się	13	liczą się	liczyć się	Pewien ksiądz z diecezji przemyskiej powiedział nam : - Władze lokalne bardzo liczą się z arcybiskupem .
NOUN+VERB	zgoda	zgoda	8	buduje	budować	9	zgoda buduje	zgoda budować	Prawica dezintegruje się , a jak wiadomo : zgoda buduje , niezgoda rujnuje .
PUNCT+NOUN	,	,	10	niezgoda	niezgoda	11	, niezgoda	, niezgoda	Prawica dezintegruje się , a jak wiadomo : zgoda buduje , niezgoda rujnuje .
NOUN+ADJ	przestępstw	przestępstwo	6	dokonywanych	dokonywać	7	przestępstw dokonywanych	przestępstwo dokonywać	W ciągu ostatnich dziesięciu lat liczba przestępstw dokonywanych w powiecie wzrosła o 22 % .
VERB+NOUN	wyda	wydać	17	rozporządzenie	rozporządzenie	18	wyda rozporządzenie	wydać rozporządzenie	Obowiązek taki ustawa nałożyła na ministra MSWiA , który w porozumieniu z ministrem transportu i gospodarki wodnej wyda rozporządzenie rozwiązujące tę kwestię .
ADJ+PRON	Pleniąca	plenić	0	się	się	1	Pleniąca się	plenić się	"Pleniąca się w warszawce plotka mówi , że nazajutrz po ukazaniu się tego artykułu premier Leszek Miller poda się do dymisji wskutek ukazania się innego artykułu – w "" Rzeczpospolitej "" ."
NOUN+PRON	ukazaniu	ukazać	10	się	się	11	ukazaniu się	ukazać się	"Pleniąca się w warszawce plotka mówi , że nazajutrz po ukazaniu się tego artykułu premier Leszek Miller poda się do dymisji wskutek ukazania się innego artykułu – w "" Rzeczpospolitej "" ."
ADP+NOUN	do	do	19	dymisji	dymisja	20	do dymisji	do dymisja	"Pleniąca się w warszawce plotka mówi , że nazajutrz po ukazaniu się tego artykułu premier Leszek Miller poda się do dymisji wskutek ukazania się innego artykułu – w "" Rzeczpospolitej "" ."
NOUN+PRON	ukazania	ukazać	22	się	się	23	ukazania się	ukazać się	"Pleniąca się w warszawce plotka mówi , że nazajutrz po ukazaniu się tego artykułu premier Leszek Miller poda się do dymisji wskutek ukazania się innego artykułu – w "" Rzeczpospolitej "" ."
ADP+NOUN	pod	pod	17	sąd	sąd	18	pod sąd	pod sąd	Ilość tę określać będzie policja , która otrzymała prawo zatrzymywania osób winnych naruszania ustawy i oddawania ich pod sąd .
NOUN+NOUN	spowodowanie	spowodować	13	rozpadu	rozpad	14	spowodowanie rozpadu	spowodować rozpad	Prezydent wytrącał tym samym z rąk swoich przeciwników koronny argument : zarzut o spowodowanie rozpadu ZSRR .
VERB+PRON	rozstaje	rozstawać	1	się	się	2	rozstaje się	rozstawać się	Elżbieta rozstaje się z mężem , zabiera synka i ze Śląska przenosi się do Tarnowa .
PRON+VERB	się	się	10	udać	udać	11	się udać	się udać	Także wszystkie oddziały i inspektoraty ZUS doradzają klientom , gdzie się udać , aby wydobyć potrzebne dokumenty .
VERB+NOUN	złożył	złożyć	4	sprzeciw	sprzeciw	5	złożył sprzeciw	złożyć sprzeciw	Poseł SLD Maciej Manicki złożył sprzeciw .
VERB+PRON	znajduje	znajdować	18	się	się	19	znajduje się	znajdować się	Pomysł zrodził się już trzy lata temu , jednak , według Magdaleny Tyżlik z Philips Polska , wciąż znajduje się na etapie przymiarki .
VERB+ADP	dał	dać	19	do	do	20	dał do	dać do	Stwierdził , że aktualnie inwestycje Allianzu są za bardzo skoncentrowane na akcjach niemieckiego indeksu giełdowego DAX 30 , i dał do zrozumienia , że grupa będzie chciała pozbyć się papierów niektórych niemieckich spółek .
VERB+PRON	pozbyć	pozbyć	27	się	się	28	pozbyć się	pozbyć się	Stwierdził , że aktualnie inwestycje Allianzu są za bardzo skoncentrowane na akcjach niemieckiego indeksu giełdowego DAX 30 , i dał do zrozumienia , że grupa będzie chciała pozbyć się papierów niektórych niemieckich spółek .
VERB+PRON	domyśla	domyślać	11	się	się	12	domyśla się	domyślać się	Prawdopodobnie do Polskiego Związku Wędkarskiego , bo oni dzierżawią jeziora - domyśla się leśniczy .
NOUN+VERB	znaczenie	znaczenie	1	mają	mieć	2	znaczenie mają	znaczenie mieć	Podobne znaczenie mają : wspomniana już dyrektywa 87 / 357 o niebezpiecznych podróbkach zagrażających zdrowiu i bezpieczeństwu konsumentów i 92 / 59 o ogólnym bezpieczeństwie produktu , zawierająca określenie generalnych i subsydiarnych ( wobec już istniejących regulacji jakościowych ) obowiązków państw w zakresie zapewnienia bezpieczeństwa produktów na rynku .
NOUN+NOUN	zapewnienia	zapewnić	43	bezpieczeństwa	bezpieczeństwo	44	zapewnienia bezpieczeństwa	zapewnić bezpieczeństwo	Podobne znaczenie mają : wspomniana już dyrektywa 87 / 357 o niebezpiecznych podróbkach zagrażających zdrowiu i bezpieczeństwu konsumentów i 92 / 59 o ogólnym bezpieczeństwie produktu , zawierająca określenie generalnych i subsydiarnych ( wobec już istniejących regulacji jakościowych ) obowiązków państw w zakresie zapewnienia bezpieczeństwa produktów na rynku .
VERB+PRON	zastanawiać	zastanawiać	1	się	się	2	zastanawiać się	zastanawiać się	Wolał zastanawiać się nad tym , kto mógł w tym wypadku pomóc , niż podsycać w sobie pragnienie rozbicia komuś głowy .
VERB+PRON	dostali	dostać	4	się	się	5	dostali się	dostać się	W ręce izraelskich żołnierzy dostali się palestyńscy politycy związani z Hamasem .
VERB+PRON	Pojawił	pojawić	0	się	się	1	Pojawił się	pojawić się	Pojawił się obserwator , którego udało nam się zdemaskować jako wtyczkę jednego z komitetów wyborczych .
VERB+NOUN	zawierać	zawierać	4	kontrakty	kontrakt	5	zawierać kontrakty	zawierać kontrakt	Ci ostatni będą musieli zawierać kontrakty z organizacjami zarządzającymi prawami autorskimi .
VERB+PRON	udają	udawać	8	się	się	9	udają się	udawać się	"Dzień później Waniek oraz posłanka SLD Izabella Sierakowska udają się do Brukseli , gdzie czeka je "" seria spotkań na temat rynku pracy kobiet w Polsce "" ."
VERB+PRON	spodziewać	spodziewać	11	się	się	12	spodziewać się	spodziewać się	Oznacza to , że ok . 290 spośród 1150 osób może spodziewać się zwolnienia .
VERB+NOUN	ma	mieć	48	charakter	charakter	49	ma charakter	mieć charakter	"O ile kiedyś Kukiz po równo dowalał byłym działaczom PZPR , ZChN i KPN , a przy okazji piętnował zupełnie apolityczne chamstwo ( vide : piosenka "" Rodzina słowem silna "" ) , to dziś artysta idzie na wojnę z komuną , a ujawniona w słowach piosenek postawa ma charakter jasno określony w sensie politycznym ."
VERB+PRON	starała	starać	5	się	się	6	starała się	starać się	Zapewnił , że Polska będzie starała się jak najbardziej ułatwić Polonii kontakty z krajem .
VERB+NOUN	Ma	mieć	0	nadzieję	nadzieja	1	Ma nadzieję	mieć nadzieja	Ma nadzieję odwiedzić modne na Wschodzie kluby karaoke , gdzie każdy może wejść na scenę i zaśpiewać tekst wyświetlany na telebimie .
VERB+PRON	stanie	stać	2	się	się	3	stanie się	stać się	Dopiero gdy stanie się partią ogólnonarodową , reprezentującą interesy mieszkańców miast , ma szansę przeobrazić się w chrześcijańską demokrację w stylu zachodnim .
VERB+NOUN	ma	mieć	12	szansę	szansa	13	ma szansę	mieć szansa	Dopiero gdy stanie się partią ogólnonarodową , reprezentującą interesy mieszkańców miast , ma szansę przeobrazić się w chrześcijańską demokrację w stylu zachodnim .
ADJ+NOUN	pełniącego	pełnić	5	obowiązki	obowiązek	6	pełniącego obowiązki	pełnić obowiązek	Do gabinetu Ryszarda Kalisza , pełniącego obowiązki szefa Kancelarii Prezydenta RP , próbowała wtargnąć kobieta uzbrojona w dwa noże .
VERB+PRON	okazało	okazać	13	się	się	14	okazało się	okazać się	Niedawno , tak z czystej ciekawości strzelałem strzelał em z prawdziwego colta i okazało się , że mam lepszy wynik niż policjant , który strzelał wraz ze mną - wyznał minister Wiesław Walendziak , nowy szef kancelarii premiera Jerzego Buzka .
VERB+PRON	chlubi	chlubić	1	się	się	2	chlubi się	chlubić się	Sopot chlubi się , że właśnie tutaj urodził się nieżyjący już aktor światowej sławy - Klaus Kinsky ( ojciec aktorki - Nastasji Kinsky ) .
VERB+PRON	powołując	powoływać	6	się	się	7	powołując się	powoływać się	"Wczorajszy "" Kurier Podlaski "" , powołując się na swego informatora , podał dalsze rewelacje o podsłuchu : założono go 22 czerwca br . na polecenie szefa UOP Andrzeja Kapkowskiego ."
VERB+NOUN	ma	mieć	6	szanse	szansa	7	ma szanse	mieć szansa	Ambitny Amerykanin wierzył naprawdę , że ma szanse na osiągnięcie w życiu sukcesu na miarę Rockefellera , jeśli tylko będzie się o to wytrwale starał .
ADV+VERB	głęboko	głęboko	6	mają	mieć	7	głęboko mają	głęboko mieć	Przy okazji niejako wyłazi , jak głęboko mają te elity swoich wyborców , próbując żenić im takie kity .
VERB+PRON	zajmował	zajmować	7	się	się	8	zajmował się	zajmować się	Przy czym - uprzedzam - nie będę zajmował się tu problematyką nauczania psychologii jako sztuki pomagania ludziom oczekującym pomocy psychologicznej ( przygotowanie do wykonywania zawodu psychologa ) .
PRON+VERB	się	się	9	doszukać	doszukać	10	się doszukać	się doszukać	W centrali agencji kontrolerzy z Ministerstwa Łączności nie mogą się doszukać aparatury wartej 10 milionów zł .
VERB+PRON	domyśliła	domyślić	10	się	się	11	domyśliła się	domyślić się	- Mam ci wywróżyć , czym odmowę przypłacisz ? - domyśliła się .
VERB+PRON	decydując	decydować	8	się	się	9	decydując się	decydować się	Bogusław Kruszewski , dyrektor MDK w Prasznyszu , decydując się na pokazanie bodaj części dorobku Jana Stępkowskiego , Wernisaż , na który przyjechało wielu twórców z Ciechanowa , kolegów Stępkowskiego , zbiegł się i znakomicie korelował z przasnyską „ odsłoną ” IV Światowych Dni Poezji , organizowanych przez Aleksandra Nawrockiego , pochodzącego z okolic Przasnysza poety i wydawcy , redaktora naczelnego literackiego pisma „ Poezja dzisiaj ” .
VERB+PRON	zbiegł	zbiec	31	się	się	32	zbiegł się	zbiec się	Bogusław Kruszewski , dyrektor MDK w Prasznyszu , decydując się na pokazanie bodaj części dorobku Jana Stępkowskiego , Wernisaż , na który przyjechało wielu twórców z Ciechanowa , kolegów Stępkowskiego , zbiegł się i znakomicie korelował z przasnyską „ odsłoną ” IV Światowych Dni Poezji , organizowanych przez Aleksandra Nawrockiego , pochodzącego z okolic Przasnysza poety i wydawcy , redaktora naczelnego literackiego pisma „ Poezja dzisiaj ” .
VERB+PRON	biją	bić	19	się	się	20	biją się	bić się	Minister Muttaqi obwieścił , że talibowie zajęli we wtorek prowincję Badghis i powołali już swojego gubernatora , a teraz biją się z Uzbekami w prowincji Faryab .
ADJ+PRON	zajmujący	zajmować	3	się	się	4	zajmujący się	zajmować się	Rząd chce zlikwidować zajmujący się sektami Międzyresortowy Zespół ds . Nowych Ruchów Religijnych - poinformował w czwartek posłów z komisji rodziny Krzysztof Wiktor z resortu spraw wewnętrznych .
PRON+VERB	się	się	9	pojawić	pojawić	10	się pojawić	się pojawić	Wzdłuż płotu cmentarnego przy ul . Ku Słońcu ma się pojawić więcej drzew .
VERB+PRON	Obawia	obawiać	0	się	się	1	Obawia się	obawiać się	Obawia się on mianowicie powierzania kontroli nad narodowymi funduszami inwestycyjnymi firmom , które nie będą w nie zaangażowane kapitałowo , a więc nie będą odpowiadać za swoje decyzje własnym majątkiem .
PRON+VERB	się	się	8	spodziewać	spodziewać	9	się spodziewać	się spodziewać	Jeżeli ktoś ma dzisiaj 40-50 lat , może się spodziewać emerytury w relacji do zarobków wyższej niż 20-30-latkowie .
VERB+NOUN	było	być	6	mowy	mowa	7	było mowy	być mowa	O ośmiu milionach i sądzie nie było mowy .
VERB+PRON	zajmują	zajmować	6	się	się	7	zajmują się	zajmować się	"Kradzieżą "" maluchów "" czy polonezów zajmują się amatorzy , drobni przestępcy , tzw . leszcze ."
VERB+PRON	sprzeciwiają	sprzeciwiać	8	się	się	9	sprzeciwiają się	sprzeciwiać się	Polacy mieli by odpowiedzieć na pytanie , czy sprzeciwiają się sprzedaży ziemi cudzoziemcom .
VERB+NOUN	wykonuje	wykonywać	9	pracę	praca	10	wykonuje pracę	wykonywać praca	Na 28 tys . zatrudnionych aż 8 tys . wykonuje pracę nie związaną bezpośrednio z produkcją .
VERB+PRON	napić	napić	16	się	się	17	napić się	napić się	"Tym bardziej że jest to na razie jedyne miejsce w Łodzi , gdzie można przyjść i napić się albo "" zatankować "" wody głębinowej ."
VERB+NOUN	pełnił	pełnić	21	rolę	rola	22	pełnił rolę	pełnić rola	"Pani marszałek musiała więc przeboleć jazdę samochodem w towarzystwie moim oraz bliżej nieznanego oficera , podczas gdy "" jej "" kapitan pełnił rolę adiutanta ( nosił walizki i wykonywał podobne zadania ."
VERB+ADP	korzystali	korzystać	6	z	z	7	korzystali z	korzystać z	- Przez wiele lat polscy pisarze korzystali z międzynarodowej pomocy - mówi Jacek Bocheński , prezes polskiego PEN Clubu .
VERB+PRON	Wynoście	wynosić	0	się	się	1	Wynoście się	wynosić się	Wynoście się stąd !
VERB+NOUN	daje	dawać	3	prawo	prawo	4	daje prawo	dawać prawo	Umieszczenie na niej daje prawo do rabatu w wysokości 3 proc . kupowanego towaru .
VERB+ADP	są	być	23	w	w	24	są w	być w	Do fatalnego w skutkach opóźnienia doszło - jak twierdzą sędziowie , z powodu zakorkowania warszawskiego sądu rejonowego tysiącami spraw , których wydziały nie są w stanie rozpatrzeć .
VERB+ADP	poszły	pójść	4	w	w	5	poszły w	pójść w	Listy . . . poszły w świat , były tłumaczone na kilkanaście języków , nawet na chiński , śmiać mi się chciało , kiedy dostałam dostała m egzemplarze autorskie , gdzie zamiast liter były same robaczki .
PRON+VERB	się	się	20	chciało	chcieć	21	się chciało	się chcieć	Listy . . . poszły w świat , były tłumaczone na kilkanaście języków , nawet na chiński , śmiać mi się chciało , kiedy dostałam dostała m egzemplarze autorskie , gdzie zamiast liter były same robaczki .
VERB+PRON	obawiają	obawiać	7	się	się	8	obawiają się	obawiać się	Jak wiadomo , zalewu polskich pracowników najbardziej obawiają się Austria i Niemcy .
ADJ+PRON	ubiegająca	ubiegać	20	się	się	21	ubiegająca się	ubiegać się	Ewelina Wolańska , radca prawny : Nasze prawo nie określa wysokości zarobków ani wielkości mieszkania , jakie powinna mieć osoba ubiegająca się o adopcję .
VERB+PRON	opowiedzieli	opowiedzieć	1	się	się	2	opowiedzieli się	opowiedzieć się	"Zgodnie opowiedzieli się za nią posłowie rządzącej koalicji "" pluralistycznej lewicy "" , przy jednomyślnym sprzeciwie stronnictw opozycyjnych ."
VERB+NOUN	zwracał	zwracać	24	uwagę	uwaga	25	zwracał uwagę	zwracać uwaga	"I kończy : "" Ludzie kochający kino uważają go za jednego z najważniejszych reżyserów w historii filmu , za człowieka , którego artyzm wielokrotnie zwracał uwagę świata na kino europejskie ."
VERB+PRON	czuje	czuć	9	się	się	10	czuje się	czuć się	W dzieciństwie miał telewizor zamiast niani i do dzisiaj czuje się obciążony psychicznie .
VERB+PRON	odwoływał	odwoływać	22	się	się	23	odwoływał się	odwoływać się	W sejmowych kuluarach ocenił wystąpienie Jerzego Buzka , jako najbardziej partyjno - rządowe expose po 1989 roku i uznał , że premier odwoływał się przede wszystkim do swojego politycznego zaplecza .
ADJ+ADP	pogrążona	pogrążyć	3	w	w	4	pogrążona w	pogrążyć w	Cała szkoła jest pogrążona w żałobie - opowiada dziewczynka .
NOUN+NOUN	popełnienia	popełnić	47	samobójstwa	samobójstwo	48	popełnienia samobójstwa	popełnić samobójstwo	Z raportów instruktorów wynikałoby wynikało by , że młodzi ludzie wyciągnęli cały arsenał środków do zwalczania zarówno ZMP , jak i polityki nowej władzy - od zwykłego żartu czy zachęcania do pójścia do kina , zamiast na zebranie zetempowskie , poprzez rozrzucanie ulotek , aż do gróźb popełnienia samobójstwa i morderstwa .
PRON+VERB	się	się	17	gniewają	gniewać	18	się gniewają	się gniewać	- I co , palcyma będziem robili ? - pyta Józek , na którego wszyscy w domu się gniewają , bo jak go wypuścili wziął z opieki społecznej 500 tys . zł i przepił je sam w dwa dni .
VERB+NOUN	mają	mieć	20	urlop	urlop	21	mają urlop	mieć urlop	""" Obaj szybko zaaklimatyzowali się w Dłutowie i wnieśli wiele dobrego do gry naszego zespołu "" - mówi szkoleniowiec Piłkarze mają urlop , ale za to nie próżnują działacze ."
VERB+PRON	doczekają	doczekać	18	się	się	19	doczekają się	doczekać się	Wymiana kadr w kancelarii oznaczała w wymiarze politycznym tyle , że niejasne hasła z kampanii wyborczej nigdy nie doczekają się konkretyzacji .
VERB+PRON	boi	bać	3	się	się	4	boi się	bać się	Kto i dlaczego boi się prywatyzacji ?
VERB+PRON	boi	bać	3	się	się	4	boi się	bać się	Od tamtego dnia boi się wyjść za próg domu .
PRON+VERB	się	się	22	stanie	stać	23	się stanie	się stać	"Moje życie ma być realizacją słów Maryi wypowiedzianych na modlitwie także przeze mnie : "" Oto ja służebnica Pańska , niech mi się stanie według słowa twego "" ."
VERB+NOUN	wiódł	wieść	8	życie	życie	9	wiódł życie	wieść życie	Biskup Wojciech - jak opisują autorzy żywotów - wiódł życie ascetyczne : umartwiał ciało , nie dojadał , nie dosypiał , spał na podłodze z kamieniem pod głową .
PRON+VERB	się	się	11	przydało	przydać	12	się przydało	się przydać	Czekam na pomoc z fundacji i te świadczenie bardzo by mi się przydało .
VERB+PRON	ukazał	ukazać	3	się	się	4	ukazał się	ukazać się	"Na początku 1992 ukazał się raport Banku Światowego "" Polska - przekształcenia ekonomiczne na rozdrożu "" , w którym chwalono polską transformację , że "" zrywa z tradycją gwarancji zatrudnienia od kołyski do grobu i sprowadza rządowy system ochronny do roli ostatniej deski ratunku "" ."
VERB+PRON	Przekonaj	przekonać	0	się	się	1	Przekonaj się	przekonać się	Przekonaj się , jak niektóre olejki wpływają na organizm i jakie dolegliwości leczą .
VERB+PRON	wyobrażam	wyobrażać	1	sobie	siebie	2	wyobrażam sobie	wyobrażać siebie	"Nie wyobrażam sobie , żeby któryś z hipnotyzerów szkolił niesprawdzoną osobę "" - zapewnia hipnotyzer ."
VERB+NOUN	Dokonać	dokonać	0	charakterystyki	charakterystyka	1	Dokonać charakterystyki	dokonać charakterystyka	Dokonać charakterystyki Tatr na podstawie mapy wielkoskalowej .
NOUN+VERB	Rany	rana	0	odniosła	odnieść	1	Rany odniosła	rana odnieść	Rany odniosła także jeszcze jedna bawiąca wówczas w lokalu ukraińska niewiasta .
VERB+PRON	Okazało	okazać	0	się	się	1	Okazało się	okazać się	Okazało się , że choć oficjalnie składnikami środków miały być zioła i wyciąg z liści herbacianych , faktycznie zawierały niebezpieczne dla zdrowia ilości hormonów tarczycy .
VERB+PRON	zainteresowała	zainteresować	6	się	się	7	zainteresowała się	zainteresować się	- O czym myślisz ? - zainteresowała się .
VERB+PRON	pozbyć	pozbyć	2	się	się	3	pozbyć się	pozbyć się	Żeby jednak pozbyć się resztek wątpliwości - oparł się o kamień ramieniem i spróbował ruszyć go z miejsca .
VERB+PRON	stała	stać	16	się	się	17	stała się	stać się	Niektórzy uważają , że ta futurystyczna wizja jest całkiem realna , zwłaszcza dziś , kiedy Polska stała się współorganizatorem Euro 2012 .
ADP+PRON	z	z	9	siebie	siebie	10	z siebie	z siebie	Dodaje : Jest mi lżej , gdy zrzucę coś z siebie ; ale złoszczę się , że zawsze potrzebuję do tego kogoś innego .
VERB+PRON	złoszczę	złościć	13	się	się	14	złoszczę się	złościć się	Dodaje : Jest mi lżej , gdy zrzucę coś z siebie ; ale złoszczę się , że zawsze potrzebuję do tego kogoś innego .
VERB+PRON	stawi	stawić	10	się	się	11	stawi się	stawić się	Władze w Groznym twierdzą , że do wtorku pod broń stawi się 600 tys . mężczyzn w wieku od 15 do 65 lat .
VERB+NOUN	zwrócili	zwrócić	1	uwagę	uwaga	2	zwrócili uwagę	zwrócić uwaga	Posłowie zwrócili uwagę na konieczność złagodzenia przepisów , dotyczących posiadania i używania broni przez policjantów i agentów służb specjalnych .
VERB+PRON	cieszyły	cieszyć	16	się	się	17	cieszyły się	cieszyć się	Jest znany nie tylko jako wielki mistrz kina , choć jego filmy od połowy lat pięćdziesiątych cieszyły się wielkim uznaniem .
VERB+PRON	okazać	okazać	5	się	się	6	okazać się	okazać się	Wyniki jakie sporządzą , mogą okazać się pomocne w wyznaczeniu pewnych standardów prawidłowej aklimatyzacji na takich terenach .
