	type	first_word	first_word_lemma	first_word_id	second_word	second_word_lemma	second_word_id	full_mwe	full_mwe_lemma	sentence
276	PART+VERB	Nie	nie	0	mam	mieć	1	Nie mam	nie mieć	Nie mam na chleb - napisała na kartce babcia .
277	AUX+VERB	by	by	9	było	być	10	by było	by być	Zaczęliśmy Zaczęli śmy kiedyś tak sobie dialogować , Jak by było fajnie , robota zbudować .
278	VERB+AUX	było	być	2	by	by	3	było by	być by	Nie byłoby było by w tym nic nadzwyczajnego , gdyby nie fakt , że w Polsce zrobiła Glavani niesłychaną karierę , kończąc jako arystokratka i pani na legendarnej Sofiówce .
279	PART+VERB	Nie	nie	0	wiem	wiedzieć	1	Nie wiem	nie wiedzieć	Nie wiem , ile piw musiałbym musiał by m wypić , aby zainteresować się inną dziewczyną .
280	NOUN+NOUN	akt	akt	17	oskarżenia	oskarżenie	18	akt oskarżenia	akt oskarżenie	- Zdarzało się , że uderzyłem uderzył em butnego Niemca z Wehrwolfu , ale tego nie obejmuje akt oskarżenia .
281	PART+VERB	nie	nie	12	mieli	mieć	13	nie mieli	nie mieć	Podporucznik Ziemba dygotał jak ratlerek , wargi mu z lekka posiniały , nie mieli ze sobą żadnej odzieży , dzień był upalny .
282	ADP+PRON	ze	z	14	sobą	siebie	15	ze sobą	z siebie	Podporucznik Ziemba dygotał jak ratlerek , wargi mu z lekka posiniały , nie mieli ze sobą żadnej odzieży , dzień był upalny .
283	PART+VERB	nie	nie	1	ma	mieć	2	nie ma	nie mieć	Obecnie nie ma ewentualnych nabywców .
284	PART+VERB	nie	nie	5	chcą	chcieć	6	nie chcą	nie chcieć	Stwierdziły , że po prostu nie chcą dialogować w tej sprawie , co jest rzeczywiście zrozumiałe .
285	VERB+VERB	miało	mieć	9	znaczyć	znaczyć	10	miało znaczyć	mieć znaczyć	Co , jak nam wyjaśniono na lekcji wychowawczej , miało znaczyć wschodzący nowy , lepszy świat .
286	PART+VERB	nie	nie	20	widzi	widzieć	21	nie widzi	nie widzieć	Agenci w mundurach i po cywilnemu porywają z tłumu pierwsze ofiary i przemocą odprowadzają do najbliższych bram , tłum tego nie widzi , zahipnotyzowany , wpatrzony w człowieka na mównicy .
287	PART+VERB	Nie	nie	0	wiecie	wiedzieć	1	Nie wiecie	nie wiedzieć	Nie wiecie , z kim zadzieracie !
288	ADP+NOUN	po	po	3	głowie	głowa	4	po głowie	po głowa	Ognista łapa przejechała po głowie Liścia , ledwie zdołał jej umknąć .
289	PART+VERB	Nie	nie	0	ma	mieć	1	Nie ma	nie mieć	Nie ma jednolitych standardów leczenia , przepisy na temat ochrony zdrowia są niejasne - czytamy w dokumencie przygotowanym na dzisiejszą konferencję .
290	ADP+NOUN	w	w	1	czasie	czas	2	w czasie	w czas	Jeszcze w czasie studiów zainteresował się finansami i bankowością .
291	VERB+AUX	Zrobił	zrobić	1	em	być	2	Zrobił em	zrobić być	Zrobiłem Zrobił em krok do przodu i pociągnąłem pociągnął em Dorę za sobą .
292	ADP+PRON	za	za	11	sobą	siebie	12	za sobą	za siebie	Zrobiłem Zrobił em krok do przodu i pociągnąłem pociągnął em Dorę za sobą .
293	PART+VERB	nie	nie	14	mają	mieć	15	nie mają	nie mieć	Siedzący nieopodal pracownicy pogotowia dowcipkują z biegaczy - emerytów , wyraźnie zadowoleni , że nie mają nic do roboty - nikt nie zgłosił się do nich po pomoc .
294	PART+VERB	nie	nie	6	chcemy	chcieć	7	nie chcemy	nie chcieć	Poligon jest nam potrzebny , ale nie chcemy straszyć swoimi planami ludzi i wysiedlać ich stąd kosztem naszych celów .
295	PART+VERB	nie	nie	10	robią	robić	11	nie robią	nie robić	- Nie pierwszy raz puszczają tutaj szybowce , ale nigdy nie robią tego tak nisko nad wioską - opowiada Maria Dudek , która akurat w ogródku pieliła truskawki .
296	ADP+NOUN	na	na	2	kontach	konto	3	na kontach	na konto	Obsługa operacji na kontach z drobnymi oszczędnościami , jakie się gromadzą w kasach oszczędności , jest dla wielkiego banku nieopłacalna ( w Polsce prowadzenie konta kosztuje dziś klienta więcej niż na Zachodzie ) .
297	PART+VERB	Nie	nie	1	mam	mieć	2	Nie mam	nie mieć	– Nie mam już tego kawałeczka skórki , jeśli o to chodzi , ale wszystko tylko na tym się skończyło .
298	PART+VERB	nie	nie	11	chcę	chcieć	12	nie chcę	nie chcieć	Przez chwile zaciskała wargi , a potem wybuchnęła : - Ja nie chcę do Grochulskiej !
299	ADP+PRON	w	w	15	sobie	siebie	16	w sobie	w siebie	Wolał zastanawiać się nad tym , kto mógł w tym wypadku pomóc , niż podsycać w sobie pragnienie rozbicia komuś głowy .
300	ADP+NOUN	w	w	44	słowach	słowo	45	w słowach	w słowo	"O ile kiedyś Kukiz po równo dowalał byłym działaczom PZPR , ZChN i KPN , a przy okazji piętnował zupełnie apolityczne chamstwo ( vide : piosenka "" Rodzina słowem silna "" ) , to dziś artysta idzie na wojnę z komuną , a ujawniona w słowach piosenek postawa ma charakter jasno określony w sensie politycznym ."
301	PART+VERB	Nie	nie	0	chcę	chcieć	1	Nie chcę	nie chcieć	Nie chcę go podejrzewać , że osobiście inispirował takie metody zohydzania mojej osoby , gdyż zdyskredytował by się jako człowiek .
302	VERB+VERB	ma	mieć	5	znaczyć	znaczyć	6	ma znaczyć	mieć znaczyć	– A cóż to niby ma znaczyć ?
303	ADP+ADV	na	na	2	tyle	tyle	3	na tyle	na tyle	Sumka była na tyle pokaźna , że starczyłoby starczyło by nie tylko na czarną godzinę , ale na kilka czarnych lat .
304	ADP+NOUN	w	w	10	życiu	życie	11	w życiu	w życie	Ambitny Amerykanin wierzył naprawdę , że ma szanse na osiągnięcie w życiu sukcesu na miarę Rockefellera , jeśli tylko będzie się o to wytrwale starał .
305	ADP+PRON	po	po	9	sobie	siebie	10	po sobie	po siebie	Lenin , szczęśliwszy niż Marks i Engels , pozostawił po sobie kontynuatora swej pracy i swej myśli .
306	ADJ+PRON	ciągnącą	ciągnąć	24	się	się	25	ciągnącą się	ciągnąć się	A właściwie nie tyle jej słowa , do których nie przywiązywałem przywiązywał em wówczas specjalnej wagi , tylko melodię , powolną i dostojną , ciągnącą się wąską strużką pamięci niczym smuga kadzidlanego dymu - i ta nostalgiczna melodia podziałała na mnie kojąco .
307	ADP+NOUN	w	w	7	oko	oko	8	w oko	w oko	Często bywało , że kiedy stawał oko w oko z jakimś człowiekiem , który naciągnął jego nerwy , musiał zatrudnić swój mózg dźwięcznymi frazami starożytnych Rzymian , które miały cudowną właściwość wytłumiania i absorbowania agresji .
308	PART+VERB	nie	nie	13	chciała	chcieć	14	nie chciała	nie chcieć	Adamiec zatrzymał się i próbował zabrać od góralki swoją walizkę , ale stara nie chciała mu oddać .
309	ADP+PRON	O	o	1	czym	co	2	O czym	o co	- O czym myślisz ? - zainteresowała się .
310	VERB+PRON	oparł	oprzeć	7	się	się	8	oparł się	oprzeć się	Żeby jednak pozbyć się resztek wątpliwości - oparł się o kamień ramieniem i spróbował ruszyć go z miejsca .
311	ADP+ADJ	na	na	2	dobre	dobry	3	na dobre	na dobry	Zaczyna mnie na dobre wkurzać .
312	PART+VERB	Nie	nie	0	wie	wiedzieć	1	Nie wie	nie wiedzieć	Nie wie tylko , że rzucone na polskiej ziemi kiełkuje w świadomości piłkarzy w takim tempie jak genetycznie zmodyfikowana fasola .
313	NOUN+NOUN	aktu	akt	1	oskarżenia	oskarżenie	2	aktu oskarżenia	akt oskarżenie	Według aktu oskarżenia , odpowiadający przed szczecińskim sądem obywatele Niemiec tworzyli fikcyjne spółki , w których nominalnie mieli 49 proc . udziałów , a Polacy - 51 proc .
314	PART+VERB	nie	nie	24	ma	mieć	25	nie ma	nie mieć	Pierwsze z tych zjawisk dotyczy przepływu prądu elektrycznego przez różne materiały bez żadnych strat energii , drugie - właściwości cieczy , w których praktycznie nie ma lepkości .
315	PART+VERB	Nie	nie	9	ma	mieć	10	Nie ma	nie mieć	"Wyciera twarz , otwiera apteczkę , szuka , "" Nie ma plastra "" , myśli ."
316	PRON+VERB	się	się	2	pali	palić	3	się pali	się palić	- Niech się pali dalej - odezwała się po chwili .
317	VERB+PRON	ukazała	ukazać	2	się	się	3	ukazała się	ukazać się	W drzwiach ukazała się lisia twarz pana Hawełko .
318	PART+VERB	nie	nie	4	miało	mieć	5	nie miało	nie mieć	To chyba w ogóle nie miało nic wspólnego z odwagą .
319	PART+VERB	nie	nie	26	ma	mieć	27	nie ma	nie mieć	Szacki sięgnął po otwarte akta sprawy i przeczytał : „ I pomyślałam pomyślała m sobie , że być może ktoś mu wyrządził przysługę , bo naprawdę nie ma chyba światów , gdzie panu Henrykowi mogłoby mogło by być gorzej niż tutaj ” .
320	ADP+PRON	O	o	5	co	co	6	O co	o co	W końcu spytała : – O co ci chodziło z tym tam , na końcu , że ty nie oszukujesz , z narkotykami niby ?
321	ADP+NOUN	na	na	13	końcu	koniec	14	na końcu	na koniec	W końcu spytała : – O co ci chodziło z tym tam , na końcu , że ty nie oszukujesz , z narkotykami niby ?
322	ADP+PRON	o	o	16	co	co	17	o co	o co	"Aby wypłaty mogły zostać rozpoczęte , Bundestag jak najszybciej powinien ogłosić "" pokój prawny "" , o co apeluje również premier Jerzy Buzek ."
323	ADP+PRON	o	o	4	czym	co	5	o czym	o co	Był bardzo nowoczesny , o czym świadczy stanowisko dowodzenia , które było izolowane dźwiękochłonną wykładziną , aby nie dochodził do niego huk wystrzałów .
324	ADP+ADV	na	na	4	tyle	tyle	5	na tyle	na tyle	Wydarzenia miały być albo na tyle tajemnicze , drażliwe albo w końcu na tyle wstydliwe , że jego uczestnicy przez lata nikomu o nich nie opowiadali , traktując je jak ów szkielet w szafie .
325	ADP+ADV	na	na	12	tyle	tyle	13	na tyle	na tyle	Wydarzenia miały być albo na tyle tajemnicze , drażliwe albo w końcu na tyle wstydliwe , że jego uczestnicy przez lata nikomu o nich nie opowiadali , traktując je jak ów szkielet w szafie .
326	PART+VERB	Nie	nie	1	wiem	wiedzieć	2	Nie wiem	nie wiedzieć	- Nie wiem - wyjęczał kłusownik .
327	ADP+PRON	za	za	7	siebie	siebie	8	za siebie	za siebie	Wiedziony odruchem warunkowym , wysunąłem wysunął em za siebie na oślep prawy prosty , na który drapieżnik prawie sam się nadział i to tak pechowo , że rozgniótł sobie moją pięścią zapalony papieros na wargach .
328	PART+PART	i	i	21	to	to	22	i to	i to	Wiedziony odruchem warunkowym , wysunąłem wysunął em za siebie na oślep prawy prosty , na który drapieżnik prawie sam się nadział i to tak pechowo , że rozgniótł sobie moją pięścią zapalony papieros na wargach .
329	PART+VERB	nie	nie	7	mam	mieć	8	nie mam	nie mieć	- Więc ja - rzekł zahlmeister - nie mam nic przeciwko temu , o ile pan leutnant się zgodzi .
330	ADP+NOUN	w	w	12	stanie	stan	13	w stanie	w stan	Czasami jestem szczerze zdumiona , że mimo zmiany ustawy o prowadzeniu samochodu w stanie nietrzeźwym , tak wiele osób nadal decyduje się na to , aby po „ jednym głębszym ” wsiąść za kierownicę .
331	ADP+PRON	w	w	1	sobie	siebie	2	w sobie	w siebie	Miała w sobie dużo czaru i uwodzicielskiej kokieterii .
332	VERB+AUX	zrobiła	zrobić	14	ś	być	15	zrobiła ś	zrobić być	- Nie , mamo , ale powiedz , proszę , co z nią zrobiłaś zrobiła ś - Joanna używała liczby pojedynczej z nadzieją , że obecność drugiej liszki nie została odkryta .
333	ADP+PRON	o	o	18	czym	co	19	o czym	o co	Bez wątpienia w tej chwili gra w lepszym klubie , który w dodatku jest znacznie lepiej zorganizowany , o czym świadczy fakt wyczarterowania samolotu na mecz wyjazdowy do Gdyni .
334	VERB+PRON	kręci	kręcić	18	się	się	19	kręci się	kręcić się	"Ogólnie panuje niezbyt duża tolerancja na ciszę - Irena skubie palce , Maciek głośno przełyka ślinę , Regina kręci się , wzdycha , poprawia buty , patrzy na zegarek , Iza chowa twarz w "" daszku "" z rąk ."
335	PART+PART	i	i	15	to	to	16	i to	i to	W umowie zastrzeżono jednak , że w dogodnym momencie będzie mógł dokupić akcje od Elektrimu i to po starej cenie .
336	ADP+NOUN	w	w	2	stanie	stan	3	w stanie	w stan	Masa próbki w stanie powietrznosuchym powinna wynosić 2,5 - 3 kg na 1 dm3 objętości cylindra użytego do badania .
337	ADP+NOUN	na	na	10	rękę	ręka	11	na rękę	na ręka	- Japońska firma Seiko wprowadziła na rynek pierwszy kwarcowy zegarek na rękę .
338	PART+PART	i	i	5	to	to	6	i to	i to	Jeżeli ktoś wykłada pieniądze , i to niemałe , chce współdecydować , jak zostaną wykorzystane .
339	PART+VERB	nie	nie	15	ma	mieć	16	nie ma	nie mieć	Tak jak nikt nie debatuje w kwestii konieczności odżywiania , czy odpoczynku , tak samo nie ma sensu włączać coś tak zwykłego jak seks ( mający miejsce pomiędzy ludźmi odpowiadającymi za swoje czyny ) w politykę , ani ideologię .
340	VERB+NOUN	ma	mieć	16	sensu	sens	17	ma sensu	mieć sens	Tak jak nikt nie debatuje w kwestii konieczności odżywiania , czy odpoczynku , tak samo nie ma sensu włączać coś tak zwykłego jak seks ( mający miejsce pomiędzy ludźmi odpowiadającymi za swoje czyny ) w politykę , ani ideologię .
341	ADP+PRON	ze	z	7	sobą	siebie	8	ze sobą	z siebie	- Rozsądek nakazywałby nakazywał by zabrać go ze sobą .
342	PART+VERB	nie	nie	3	mam	mieć	4	nie mam	nie mieć	Od dwu tygodni nie mam od ciebie listu !
343	ADP+NOUN	w	w	21	oczach	oko	22	w oczach	w oko	Sama dla siebie wypiękniała duchowo w tym wywyższeniu , jakie dały jej nowe uczucia , i była , aż do łez w oczach włącznie , zadowolona z siebie i ze świata .
344	ADP+PRON	z	z	26	siebie	siebie	27	z siebie	z siebie	Sama dla siebie wypiękniała duchowo w tym wywyższeniu , jakie dały jej nowe uczucia , i była , aż do łez w oczach włącznie , zadowolona z siebie i ze świata .
345	CCONJ+PRON	i	i	19	tym	to	20	i tym	i to	Młodzi ludzie , którzy za rok , dwa będą pełnoletni , raczej nie będą chwalić się rodzicom swoimi wyczynami i tym , że notorycznie łamali regulamin .
346	ADP+PRON	w	w	3	sobie	siebie	4	w sobie	w siebie	6 . Zagubienie w sobie i rzeczywistości .
347	PART+VERB	nie	nie	13	mieściło	mieścić	14	nie mieściło	nie mieścić	Kiwnąłem Kiwnął em głową szybciej , niż pomyślałem pomyślał em - ale wprost nie mieściło mi się w głowie , żeby Irek zdolny był do czegoś takiego .
348	VERB+PRON	kręci	kręcić	6	się	się	7	kręci się	kręcić się	Karuzela z nazwiskami pretendentów do ratuszy kręci się coraz szybciej , ale konkrety będą znane dopiero w kwietniu .
349	ADP+NOUN	po	po	30	stronie	strona	31	po stronie	po strona	Ostrożnie podszedł i zobaczył , że sięga on po książki o religii , literaturze i historii , kartkuje , a potem wyjmuje długopis i pracowicie coś zamazuje , niekiedy strona po stronie .
350	PART+VERB	nie	nie	2	chce	chcieć	3	nie chce	nie chcieć	Norweski podróżnik nie chce zdradzić , czy to już jego ostatnia wyprawa .
351	PART+VERB	Nie	nie	1	ma	mieć	2	Nie ma	nie mieć	- Nie ma wątpliwości , że dla takiego banku jak Handlowy , skupionego na pewnej grupie klientów , nie jest bez znaczenia , czy będzie w stanie przekształcić się w bank uniwersalny , świadczący usługi zarówno dla przedsiębiorstw , jak i dla ludności .
352	VERB+NOUN	ma	mieć	2	wątpliwości	wątpliwość	3	ma wątpliwości	mieć wątpliwość	- Nie ma wątpliwości , że dla takiego banku jak Handlowy , skupionego na pewnej grupie klientów , nie jest bez znaczenia , czy będzie w stanie przekształcić się w bank uniwersalny , świadczący usługi zarówno dla przedsiębiorstw , jak i dla ludności .
353	VERB+PRON	zebrał	zebrać	4	się	się	5	zebrał się	zebrać się	W zamku Książąt Pomorskich zebrał się tłum uczniów i gości , którzy obejrzeli montaż poetycko - muzyczny w wykonaniu uczniów .
354	ADP+PRON	ze	z	16	sobą	siebie	17	ze sobą	z siebie	Na pożywce pokazanej mi grafiki oraz słów Mirka wykiełkował w mojej wyobraźni obraz nieszablonowej strategii niosącej ze sobą kilka nowych , dobrych pomysłów oraz czerpiącej garściami z kosza wartości wypracowanych latami przez krakowskie studio .
355	ADP+NOUN	w	w	15	czasach	czas	16	w czasach	w czas	Maurycy postawił nagrobek osiem lat wcześniej , kierując się bardziej przezornością niż chrześcijańską pokorą , w czasach , gdy dawni włodarze miasta , wyzbywszy się kolejno księgozbiorów , mebli , stołowych zastaw , obrazów i oleodruków , poczęli wystawiać na sprzedaż resztki z resztek dawnej świetności , na jakie niespodziewanie pojawił się popyt : miejsca w rodzinnych grobowcach .
356	ADP+NOUN	w	w	16	stół	stół	17	w stół	w stół	- Najgorsze jest to , że oni są wszyscy bezkarni . - Różowiutki sędzia uderzył pięścią w stół .
357	PART+VERB	Nie	nie	0	chciała	chcieć	1	Nie chciała	nie chcieć	Nie chciała się przyznać , ile ma lat , ale była drobna i kruchej budowy ; wyglądała najwyżej na szesnaście .
358	PART+VERB	Nie	nie	1	ma	mieć	2	Nie ma	nie mieć	- Nie ma .
359	ADP+PRON	o	o	29	co	co	30	o co	o co	"Jeśli zatem jeszcze kiedyś natkniesz się na promocję gminy czy miasta w stylu : "" Inwestujcie u nas ! Tu pieniądze leżą na ulicy ! "" to już wiesz o co chodzi ."
360	ADP+NOUN	przed	przed	19	sądem	sąd	20	przed sądem	przed sąd	- Zagroził , że mnie przeklnie , rzuci na mnie urok i zaszkodzi mi na zdrowiu - żaliła się przed sądem na bioenergoterapeutę poszkodowana Zofia Ż .
361	PART+VERB	Nie	nie	1	wiem	wiedzieć	2	Nie wiem	nie wiedzieć	- Nie wiem , jak mnie omamił - sama sobie dziwi się studentka .
362	ADP+NOUN	w	w	31	życie	życie	32	w życie	w życie	A więc wspólny element , stała niezmienna - powtórzmy to jeszcze raz : w centrum tego zainteresowania jest człowiek , tak jako twórca kultury , jak i jako osoba , uwikłana w życie , konieczność podejmowania wyborów , szukająca kryteriów odróżnienia dobra od zła .
363	ADP+PRON	o	o	13	co	co	14	o co	o co	- Problem - głos Szarleja był nader ponury - nie w tym , o co nas oskarżą .
364	PART+VERB	nie	nie	20	miała	mieć	21	nie miała	nie mieć	Nadgorliwi ochroniarze zobaczyli więcej niż powinni , kiedy szukając skradzionych rzeczy podnieśli bluzkę Winony Ryder - oskarżona o kradzież aktorka nie miała na sobie biustonosza .
365	ADP+NOUN	w	w	1	powietrze	powietrze	2	w powietrze	w powietrze	Wystrzelił w powietrze jak katapultowany i cała aula zadarła głowy , bo przebił sufit i poszybował jak radziecka rakieta na podbój kosmosu .
366	ADP+PRON	z	z	15	siebie	siebie	16	z siebie	z siebie	"- Dostanę rozstroju nerwowego , jak nie przestanę tego miętosić w głowie "" - kpił z siebie : Podszedł do okna ."
367	VERB+PRON	Rzucał	rzucać	0	się	się	1	Rzucał się	rzucać się	Rzucał się na funkcjonariuszy z kopytami , stawał na tylnych nogach , szczerzył zęby , toczył ślinę i buchał parą z pyska .
368	ADP+PRON	ze	z	2	sobą	siebie	3	ze sobą	z siebie	Młodzież przywiezie ze sobą wodę ze swojego miejsca zamieszkania , która trafi do pierwszej chrzcielnicy Polski .
369	PART+VERB	nie	nie	17	ma	mieć	18	nie ma	nie mieć	- W umowie koalicyjnej zapisaliśmy zapisali śmy , że w sprawach ideowych będziemy się zbliżać , ale nie ma obowiązku jednomyślności .
370	VERB+NOUN	ma	mieć	18	obowiązku	obowiązek	19	ma obowiązku	mieć obowiązek	- W umowie koalicyjnej zapisaliśmy zapisali śmy , że w sprawach ideowych będziemy się zbliżać , ale nie ma obowiązku jednomyślności .
371	PART+VERB	nie	nie	7	ma	mieć	8	nie ma	nie mieć	Olek zawiadamia posępnie : - Władka już nie ma .
372	PART+VERB	nie	nie	6	ma	mieć	7	nie ma	nie mieć	Ale skoro oskarżony się przyznał , nie ma kłopotu .
373	VERB+NOUN	ma	mieć	7	kłopotu	kłopot	8	ma kłopotu	mieć kłopot	Ale skoro oskarżony się przyznał , nie ma kłopotu .
374	PART+VERB	nie	nie	2	wiesz	wiedzieć	3	nie wiesz	nie wiedzieć	- Ty nie wiesz ?
375	VERB+NOUN	miał	mieć	18	zaufanie	zaufanie	19	miał zaufanie	mieć zaufanie	Jeśli zawarty związek nie znaczy nic dla partnera , jeżeli oszukał , grał , ukrywał , za nic miał zaufanie , kłamał w żywe oczy , wyprowadził w pole , zadrwił za plecami , nie dotrzymał układu , cichcem i podstępnie przestał być partnerem , to znaczy , że nie ma nic pewnego , znowu jest się samym , porzuconym , posiadanie stronnika było tylko złudzeniem , jest się na tym świecie obcym pomiędzy obcymi , odrzuconym , niechcianym .
376	PART+VERB	nie	nie	49	ma	mieć	50	nie ma	nie mieć	Jeśli zawarty związek nie znaczy nic dla partnera , jeżeli oszukał , grał , ukrywał , za nic miał zaufanie , kłamał w żywe oczy , wyprowadził w pole , zadrwił za plecami , nie dotrzymał układu , cichcem i podstępnie przestał być partnerem , to znaczy , że nie ma nic pewnego , znowu jest się samym , porzuconym , posiadanie stronnika było tylko złudzeniem , jest się na tym świecie obcym pomiędzy obcymi , odrzuconym , niechcianym .
377	VERB+PRON	Robi	robić	0	się	się	1	Robi się	robić się	Robi się te rzeczy !
378	PART+VERB	nie	nie	10	chciał	chcieć	11	nie chciał	nie chcieć	Nie skłamał jedynie w kwestii postrzelenia kobiety , której zresztą nie chciał zabić , a miał jedynie wystraszyć .
379	CCONJ+PRON	i	i	9	to	to	10	i to	i to	W nowych zapisach regionalne kasy chorych cechuje przejrzystość struktur i to , że pokrywają się tereny objęte przez kasy z terenami nowych województw .
380	VERB+PRON	spotkali	spotkać	1	się	się	2	spotkali się	spotkać się	Cichociemni spotkali się w GROM-ie .
381	PART+VERB	Nie	nie	0	ma	mieć	1	Nie ma	nie mieć	Nie ma natomiast pracy dla górników i mechaników urządzeń przemysłowych .
382	PART+VERB	nie	nie	1	robi	robić	2	nie robi	nie robić	Nic nie robi cały dzień .
383	PART+VERB	nie	nie	26	widzieli	widzieć	27	nie widzieli	nie widzieć	- A jak powiesz , to co ? - odpowiedział Józik tyle tego tam jest , chcesz to cię nauczę , jak można wziąć , żeby nie widzieli .
384	PART+VERB	nie	nie	6	mieścili	mieścić	7	nie mieścili	nie mieścić	Powodzenie ubiegłorocznego przedsięwzięcia , kiedy widzowie nie mieścili się w sali kinowej , a niektórzy wręcz leżeli pod ekranem , zdecydowało że teraz projekcje odbędą się w trzech miejscach .
385	VERB+PRON	mieścili	mieścić	7	się	się	8	mieścili się	mieścić się	Powodzenie ubiegłorocznego przedsięwzięcia , kiedy widzowie nie mieścili się w sali kinowej , a niektórzy wręcz leżeli pod ekranem , zdecydowało że teraz projekcje odbędą się w trzech miejscach .
386	PART+VERB	nie	nie	17	robił	robić	18	nie robił	nie robić	Bohatera anegdotki chełpiącego się przed znajomymi : – Stać mnie na to , żeby mój zięć nic nie robił , tylko chodził po pokoju .
387	PART+VERB	Nie	nie	1	wiem	wiedzieć	2	Nie wiem	nie wiedzieć	– Nie wiem .
388	ADP+NOUN	z	z	12	końcem	koniec	13	z końcem	z koniec	Za kościołem widać dwór z XVIII wieku , którego neogotyckie skrzydło dobudowano z końcem XIX wieku .
389	ADJ+NOUN	ostatniego	ostatni	3	słowa	słowo	4	ostatniego słowa	ostatni słowo	Proboszcz uczepił się ostatniego słowa .
390	ADP+PRON	za	za	13	siebie	siebie	14	za siebie	za siebie	Dla tej ojczyzny nawet lepiej było , kiedy owi emigranci nie odwracali się za siebie , nie próbowali powrotu .
391	ADP+NOUN	do	do	2	głowy	głowa	3	do głowy	do głowa	Przykładanie pistoletu do głowy i inscenizowanie zarzynania świni to jedne z metod psychomanipulacji , jakimi swoich ajentów terroryzowała Żabka Polska SA - wynika z ekspertyzy dla Helsińskiej Fundacji Praw Człowieka .
392	PART+VERB	Nie	nie	0	widzieli	widzieć	1	Nie widzieli	nie widzieć	Nie widzieli się miesiąc i musiał ponownie oswoić Gosię .
393	ADP+NOUN	W	w	1	czasach	czas	2	W czasach	w czas	"- W czasach , gdy Andrzej Lepper i Leszek Miller wyrastają na mężów stanu , pole do działania dla satyryków jest ogromne - mówi Piotr Lisiewicz , dziennikarz "" Gazety Polskiej "" , lider Akcji Alternatywnej Naszość , która na swoim koncie ma wiele artystycznych osiągnięć i niemal tyle samo procesów sądowych , które same przerodziły się w happeningi ."
394	ADP+NOUN	w	w	10	oko	oko	11	w oko	w oko	Tłumaczył sobie , że Sherlock Holmes niejednokrotnie spotykał się oko w oko z nie takimi błahymi sprawami , a zawsze potrafił wybrnąć z każdej sytuacji .
395	PART+VERB	nie	nie	3	ma	mieć	4	nie ma	nie mieć	Much w zimie nie ma - oświadczył .
396	PART+PRON	i	i	7	to	to	8	i to	i to	Jednak już wkrótce okazało się , że i to nie wystarczy .
397	NOUN+NOUN	wyrzuty	wyrzut	2	sumienia	sumienie	3	wyrzuty sumienia	wyrzut sumienie	Ponownie odczuł wyrzuty sumienia , nie było jednak czasu na rozmyślania .
398	ADP+NOUN	na	na	15	koniec	koniec	16	na koniec	na koniec	Tablica 6 pokazuje udział kapitałów własnych w sumie bilansowej wybranych polskich banków , według danych na koniec 1995 roku ( w przypadku większości przedstawionych banków - przed audytem ) .
399	ADP+ADV	na	na	2	tyle	tyle	3	na tyle	na tyle	Protest był na tyle spokojny , że nie doszło do żadnego zagrożenia zdrowia i życia pacjentów .
400	ADP+NOUN	w	w	6	oczach	oko	7	w oczach	w oko	Podporucznik Słodziak przebiegał korytarze z obłędem w oczach , podporucznik Kawiarz chrypiał z wysiłkiem do słuchawki telefonu , podporucznik Kowalik pojechał z kolejnym transportem na stację .
401	ADP+ADV	na	na	3	tyle	tyle	4	na tyle	na tyle	Jestem jeszcze chyba na tyle sprawny , a w domu nie potrafię siedzieć , bo bym by m zwariował .
402	ADP+PRON	ze	z	2	sobą	siebie	3	ze sobą	z siebie	Zabrała mnie ze sobą , była to dobra okazja , żeby zafundować sobie darmową terapię , pojechać szybko jej passatem do Gdańska .
403	ADP+NOUN	w	w	4	oczy	oko	5	w oczy	w oko	Nie tylko patrzyła mi w oczy z oddaniem , ale dbała o porządek na mym biurku , temperowała mi ołówki , pilnowała mej herbaty , a na imieniny postawiła mi na biurku kwiaty w wazonie .
404	PART+VERB	nie	nie	33	dała	dać	34	nie dała	nie dać	Wyjrzałam Wyjrzała m na ulicę - słychać było z oddali poganianie tłumów ludzi , niemieckie wymysły ; byłam była m ciekawa , jak to wygląda - to wyganianie ludzi , ale Rena mi nie dała .
405	ADP+PRON	w	w	10	czym	co	11	w czym	w co	Przede wszystkim nadmierna cześć dla świętych i Matki Boskiej , w czym , tak jak pozostali protestanci , dopatrywał się bałwochwalstwa .
406	PART+VERB	nie	nie	3	chcę	chcieć	4	nie chcę	nie chcieć	- Tak bardzo nie chcę , żebyś żeby ś odszedł , i wiem , że musisz odejść - szepnęłam szepnęła m .
407	ADJ+PRON	obracająca	obracać	1	się	się	2	obracająca się	obracać się	Dziewczyna obracająca się kusząco na parkiecie wydała mu się wyjątkowo wyjątkowa .
408	PART+VERB	Nie	nie	1	mam	mieć	2	Nie mam	nie mieć	"- Nie mam zeszytu , tylko program komputerowy , w którym jest specjalna opcja "" kolejka "" - wyjaśnia ."
409	PART+VERB	nie	nie	4	chciał	chcieć	5	nie chciał	nie chcieć	Lipczyk jako szef SLD nie chciał ujawnić ile impreza kosztowała , dementował , by finansowano ją za pieniądze z gminnej kasy .
410	PART+VERB	nie	nie	21	ma	mieć	22	nie ma	nie mieć	Nie oddającym czci żadnemu z istniejących bogów , ale i nie marnującym swej energii na udowadnianie , że tak naprawdę boga nie ma , zaś wszystkie religie to pic na wodę i fotomontaż .
