mwe_type	first_word	first_word_id	second_word	second_word_id	mwe	sentence	is_correct	dataset_type	complete_mwe_in_sent	prediction
ADP+NOUN	W	0	zamachu	1	W zamachu	W zamachu zginęły 2 osoby , a 73 odniosły rany .	0	test	1	0
NOUN+VERB	zamachu	1	zginęły	2	zamachu zginęły	W zamachu zginęły 2 osoby , a 73 odniosły rany .	0	test	1	0
ADP+NOUN	Na	0	marginesie	1	Na marginesie	Na marginesie dodam , że spotkałem spotkał em się już z interpretacją mówiącą , że chodzi o rozbrat Kościoła ze społeczeństwem . . .	0	test	1	0
NOUN+VERB	marginesie	1	dodam	2	marginesie dodam	Na marginesie dodam , że spotkałem spotkał em się już z interpretacją mówiącą , że chodzi o rozbrat Kościoła ze społeczeństwem . . .	0	test	1	0
ADP+NOUN	z	10	interpretacją	11	z interpretacją	Na marginesie dodam , że spotkałem spotkał em się już z interpretacją mówiącą , że chodzi o rozbrat Kościoła ze społeczeństwem . . .	0	test	1	0
NOUN+ADJ	interpretacją	11	mówiącą	12	interpretacją mówiącą	Na marginesie dodam , że spotkałem spotkał em się już z interpretacją mówiącą , że chodzi o rozbrat Kościoła ze społeczeństwem . . .	0	test	1	0
ADP+NOUN	o	16	rozbrat	17	o rozbrat	Na marginesie dodam , że spotkałem spotkał em się już z interpretacją mówiącą , że chodzi o rozbrat Kościoła ze społeczeństwem . . .	0	test	1	0
NOUN+NOUN	rozbrat	17	Kościoła	18	rozbrat Kościoła	Na marginesie dodam , że spotkałem spotkał em się już z interpretacją mówiącą , że chodzi o rozbrat Kościoła ze społeczeństwem . . .	0	test	1	0
ADP+NOUN	ze	19	społeczeństwem	20	ze społeczeństwem	Na marginesie dodam , że spotkałem spotkał em się już z interpretacją mówiącą , że chodzi o rozbrat Kościoła ze społeczeństwem . . .	0	test	1	0
ADP+NOUN	W	0	zależności	1	W zależności	W zależności od kształtu bioder modelujemy resztę .	0	test	1	0
NOUN+NOUN	kształtu	3	bioder	4	kształtu bioder	W zależności od kształtu bioder modelujemy resztę .	0	test	1	0
VERB+NOUN	modelujemy	5	resztę	6	modelujemy resztę	W zależności od kształtu bioder modelujemy resztę .	0	test	1	0
ADJ+NOUN	Najważniejszą	0	zmianą	1	Najważniejszą zmianą	Najważniejszą zmianą jest rozszerzenie popołudniowego pasma informacyjnego ( emitowanego także w programie 2 ) : od poniedziałku do piątku od 17.50 do 18.30 , w soboty i niedziele od 18.00 do 18.30 .	0	test	1	0
ADJ+NOUN	popołudniowego	4	pasma	5	popołudniowego pasma	Najważniejszą zmianą jest rozszerzenie popołudniowego pasma informacyjnego ( emitowanego także w programie 2 ) : od poniedziałku do piątku od 17.50 do 18.30 , w soboty i niedziele od 18.00 do 18.30 .	0	test	1	0
NOUN+ADJ	pasma	5	informacyjnego	6	pasma informacyjnego	Najważniejszą zmianą jest rozszerzenie popołudniowego pasma informacyjnego ( emitowanego także w programie 2 ) : od poniedziałku do piątku od 17.50 do 18.30 , w soboty i niedziele od 18.00 do 18.30 .	0	test	1	0
ADP+NOUN	w	10	programie	11	w programie	Najważniejszą zmianą jest rozszerzenie popołudniowego pasma informacyjnego ( emitowanego także w programie 2 ) : od poniedziałku do piątku od 17.50 do 18.30 , w soboty i niedziele od 18.00 do 18.30 .	0	test	1	0
NOUN+ADJ	programie	11	2	12	programie 2	Najważniejszą zmianą jest rozszerzenie popołudniowego pasma informacyjnego ( emitowanego także w programie 2 ) : od poniedziałku do piątku od 17.50 do 18.30 , w soboty i niedziele od 18.00 do 18.30 .	0	test	1	0
ADP+NOUN	od	15	poniedziałku	16	od poniedziałku	Najważniejszą zmianą jest rozszerzenie popołudniowego pasma informacyjnego ( emitowanego także w programie 2 ) : od poniedziałku do piątku od 17.50 do 18.30 , w soboty i niedziele od 18.00 do 18.30 .	0	test	1	0
ADP+NOUN	do	17	piątku	18	do piątku	Najważniejszą zmianą jest rozszerzenie popołudniowego pasma informacyjnego ( emitowanego także w programie 2 ) : od poniedziałku do piątku od 17.50 do 18.30 , w soboty i niedziele od 18.00 do 18.30 .	0	test	1	0
ADP+NOUN	w	24	soboty	25	w soboty	Najważniejszą zmianą jest rozszerzenie popołudniowego pasma informacyjnego ( emitowanego także w programie 2 ) : od poniedziałku do piątku od 17.50 do 18.30 , w soboty i niedziele od 18.00 do 18.30 .	0	test	1	0
ADJ+NOUN	wzniosłych	4	rzeczach	5	wzniosłych rzeczach	- My tu o wzniosłych rzeczach mówimy .	0	test	1	0
NOUN+VERB	rzeczach	5	mówimy	6	rzeczach mówimy	- My tu o wzniosłych rzeczach mówimy .	0	test	1	0
ADJ+NOUN	lewicowymi	3	partiami	4	lewicowymi partiami	Pomysł z dwiema lewicowymi partiami uważam za dobry .	0	test	1	0
ADP+NOUN	z	8	prezydentem	9	z prezydentem	- Biorąc pod uwagę czas , jaki spędza z prezydentem , jest z nim najbliżej .	0	test	1	0
NOUN+ADJ	Film	0	dokumentalny	1	Film dokumentalny	"Film dokumentalny o tym , jak dwóch mężczyzn bierze ślub , chcą zaadoptować dziecko i umawiają się , że jeden z nich będzie "" tatusiem "" , a drugi "" mamusią "" ."	0	test	1	0
VERB+NOUN	zaadoptować	12	dziecko	13	zaadoptować dziecko	"Film dokumentalny o tym , jak dwóch mężczyzn bierze ślub , chcą zaadoptować dziecko i umawiają się , że jeden z nich będzie "" tatusiem "" , a drugi "" mamusią "" ."	0	test	1	0
ADJ+NOUN	automatyczne	4	zmniejszenie	5	automatyczne zmniejszenie	Taka decyzja będzie oznaczać automatyczne zmniejszenie ocen ratingowych dla wszystkich japońskich papierów dłużnych i obligacji .	0	test	1	0
NOUN+NOUN	zmniejszenie	5	ocen	6	zmniejszenie ocen	Taka decyzja będzie oznaczać automatyczne zmniejszenie ocen ratingowych dla wszystkich japońskich papierów dłużnych i obligacji .	0	test	1	0
NOUN+ADJ	ocen	6	ratingowych	7	ocen ratingowych	Taka decyzja będzie oznaczać automatyczne zmniejszenie ocen ratingowych dla wszystkich japońskich papierów dłużnych i obligacji .	0	test	1	0
ADJ+NOUN	japońskich	10	papierów	11	japońskich papierów	Taka decyzja będzie oznaczać automatyczne zmniejszenie ocen ratingowych dla wszystkich japońskich papierów dłużnych i obligacji .	0	test	1	0
NOUN+ADJ	papierów	11	dłużnych	12	papierów dłużnych	Taka decyzja będzie oznaczać automatyczne zmniejszenie ocen ratingowych dla wszystkich japońskich papierów dłużnych i obligacji .	0	test	1	0
NOUN+VERB	Koncerny	0	liczą	1	Koncerny liczą	Koncerny liczą nie tyle na zysk , ile na prestiż .	0	test	1	0
ADP+NOUN	na	4	zysk	5	na zysk	Koncerny liczą nie tyle na zysk , ile na prestiż .	0	test	1	0
ADP+NOUN	na	8	prestiż	9	na prestiż	Koncerny liczą nie tyle na zysk , ile na prestiż .	0	test	1	0
NOUN+ADJ	Osoba	1	obdarzona	2	Osoba obdarzona	- Osoba obdarzona talentem nie każdemu danym : talentem do przyjaźni .	0	test	1	0
ADJ+NOUN	obdarzona	2	talentem	3	obdarzona talentem	- Osoba obdarzona talentem nie każdemu danym : talentem do przyjaźni .	0	test	1	0
ADP+NOUN	do	9	przyjaźni	10	do przyjaźni	- Osoba obdarzona talentem nie każdemu danym : talentem do przyjaźni .	0	test	1	0
ADJ+NOUN	Polska	0	branża	1	Polska branża	Polska branża naftowa dzieli się na dwie grupy - wrogów J & S , którzy ich działalność traktują jako patologię gospodarczą , oraz sympatyków uważających , że jest to po prostu sprawna firma handlowa .	0	test	1	0
NOUN+ADJ	branża	1	naftowa	2	branża naftowa	Polska branża naftowa dzieli się na dwie grupy - wrogów J & S , którzy ich działalność traktują jako patologię gospodarczą , oraz sympatyków uważających , że jest to po prostu sprawna firma handlowa .	0	test	1	0
NOUN+VERB	działalność	16	traktują	17	działalność traktują	Polska branża naftowa dzieli się na dwie grupy - wrogów J & S , którzy ich działalność traktują jako patologię gospodarczą , oraz sympatyków uważających , że jest to po prostu sprawna firma handlowa .	0	test	1	0
NOUN+ADJ	patologię	19	gospodarczą	20	patologię gospodarczą	Polska branża naftowa dzieli się na dwie grupy - wrogów J & S , którzy ich działalność traktują jako patologię gospodarczą , oraz sympatyków uważających , że jest to po prostu sprawna firma handlowa .	0	test	1	0
NOUN+ADJ	sympatyków	23	uważających	24	sympatyków uważających	Polska branża naftowa dzieli się na dwie grupy - wrogów J & S , którzy ich działalność traktują jako patologię gospodarczą , oraz sympatyków uważających , że jest to po prostu sprawna firma handlowa .	0	test	1	0
ADJ+NOUN	sprawna	31	firma	32	sprawna firma	Polska branża naftowa dzieli się na dwie grupy - wrogów J & S , którzy ich działalność traktują jako patologię gospodarczą , oraz sympatyków uważających , że jest to po prostu sprawna firma handlowa .	0	test	1	0
NOUN+ADJ	firma	32	handlowa	33	firma handlowa	Polska branża naftowa dzieli się na dwie grupy - wrogów J & S , którzy ich działalność traktują jako patologię gospodarczą , oraz sympatyków uważających , że jest to po prostu sprawna firma handlowa .	0	test	1	0
ADP+NOUN	W	0	końcu	1	W końcu	W końcu znalazł się w Lesznie .	0	test	1	0
VERB+PRON	porównał	4	go	5	porównał go	Wracając do Putina , porównał go do Jelcyna .	0	test	1	0
ADP+NOUN	W	0	ręku	1	W ręku	W ręku trzymał pojemnik z jakąś cieczą .	0	test	1	0
NOUN+VERB	ręku	1	trzymał	2	ręku trzymał	W ręku trzymał pojemnik z jakąś cieczą .	0	test	1	0
VERB+NOUN	trzymał	2	pojemnik	3	trzymał pojemnik	W ręku trzymał pojemnik z jakąś cieczą .	0	test	1	0
NOUN+ADJ	Dziennikarze	0	szykujący	1	Dziennikarze szykujący	Dziennikarze szykujący relacje dla dzienników gryzmolili coś w notesach i na luźnych kartkach papieru , a on , pisząc sprawozdanie dla tygodnika , wystukiwał je od razu na maszynie .	0	test	1	0
ADJ+NOUN	szykujący	1	relacje	2	szykujący relacje	Dziennikarze szykujący relacje dla dzienników gryzmolili coś w notesach i na luźnych kartkach papieru , a on , pisząc sprawozdanie dla tygodnika , wystukiwał je od razu na maszynie .	0	test	1	0
ADP+NOUN	dla	3	dzienników	4	dla dzienników	Dziennikarze szykujący relacje dla dzienników gryzmolili coś w notesach i na luźnych kartkach papieru , a on , pisząc sprawozdanie dla tygodnika , wystukiwał je od razu na maszynie .	0	test	1	0
VERB+PRON	gryzmolili	5	coś	6	gryzmolili coś	Dziennikarze szykujący relacje dla dzienników gryzmolili coś w notesach i na luźnych kartkach papieru , a on , pisząc sprawozdanie dla tygodnika , wystukiwał je od razu na maszynie .	0	test	1	0
ADP+NOUN	w	7	notesach	8	w notesach	Dziennikarze szykujący relacje dla dzienników gryzmolili coś w notesach i na luźnych kartkach papieru , a on , pisząc sprawozdanie dla tygodnika , wystukiwał je od razu na maszynie .	0	test	1	0
ADJ+NOUN	luźnych	11	kartkach	12	luźnych kartkach	Dziennikarze szykujący relacje dla dzienników gryzmolili coś w notesach i na luźnych kartkach papieru , a on , pisząc sprawozdanie dla tygodnika , wystukiwał je od razu na maszynie .	0	test	1	0
NOUN+NOUN	kartkach	12	papieru	13	kartkach papieru	Dziennikarze szykujący relacje dla dzienników gryzmolili coś w notesach i na luźnych kartkach papieru , a on , pisząc sprawozdanie dla tygodnika , wystukiwał je od razu na maszynie .	0	test	1	0
VERB+NOUN	pisząc	18	sprawozdanie	19	pisząc sprawozdanie	Dziennikarze szykujący relacje dla dzienników gryzmolili coś w notesach i na luźnych kartkach papieru , a on , pisząc sprawozdanie dla tygodnika , wystukiwał je od razu na maszynie .	0	test	1	0
ADP+NOUN	dla	20	tygodnika	21	dla tygodnika	Dziennikarze szykujący relacje dla dzienników gryzmolili coś w notesach i na luźnych kartkach papieru , a on , pisząc sprawozdanie dla tygodnika , wystukiwał je od razu na maszynie .	0	test	1	0
VERB+PRON	wystukiwał	23	je	24	wystukiwał je	Dziennikarze szykujący relacje dla dzienników gryzmolili coś w notesach i na luźnych kartkach papieru , a on , pisząc sprawozdanie dla tygodnika , wystukiwał je od razu na maszynie .	0	test	1	0
ADP+NOUN	od	25	razu	26	od razu	Dziennikarze szykujący relacje dla dzienników gryzmolili coś w notesach i na luźnych kartkach papieru , a on , pisząc sprawozdanie dla tygodnika , wystukiwał je od razu na maszynie .	0	test	1	0
ADP+NOUN	na	27	maszynie	28	na maszynie	Dziennikarze szykujący relacje dla dzienników gryzmolili coś w notesach i na luźnych kartkach papieru , a on , pisząc sprawozdanie dla tygodnika , wystukiwał je od razu na maszynie .	0	test	1	0
ADP+NOUN	W	0	środku	1	W środku	W środku nie było nic .	0	test	1	0
VERB+PRON	było	3	nic	4	było nic	W środku nie było nic .	0	test	1	0
ADP+NOUN	w	4	filmie	5	w filmie	Twórcy Jamesa Bonda lokują w filmie zegarek , który nosi 007 , i samochód BMW lub Aston Martin , którym się przemieszcza i z którego się katapultuje .	0	test	1	0
VERB+NOUN	nosi	9	007	10	nosi 007	Twórcy Jamesa Bonda lokują w filmie zegarek , który nosi 007 , i samochód BMW lub Aston Martin , którym się przemieszcza i z którego się katapultuje .	0	test	1	0
ADJ+NOUN	oficjalne	8	środki	9	oficjalne środki	Wszystko , czego nie powiedziały lub co przekłamały oficjalne środki przekazu , od razu pojawiało się na stronach internetowych zakładanych spontanicznie na serwerach całego świata .	0	test	1	0
NOUN+NOUN	środki	9	przekazu	10	środki przekazu	Wszystko , czego nie powiedziały lub co przekłamały oficjalne środki przekazu , od razu pojawiało się na stronach internetowych zakładanych spontanicznie na serwerach całego świata .	0	test	1	0
ADP+NOUN	od	12	razu	13	od razu	Wszystko , czego nie powiedziały lub co przekłamały oficjalne środki przekazu , od razu pojawiało się na stronach internetowych zakładanych spontanicznie na serwerach całego świata .	0	test	1	0
ADP+NOUN	na	16	stronach	17	na stronach	Wszystko , czego nie powiedziały lub co przekłamały oficjalne środki przekazu , od razu pojawiało się na stronach internetowych zakładanych spontanicznie na serwerach całego świata .	0	test	1	0
NOUN+ADJ	stronach	17	internetowych	18	stronach internetowych	Wszystko , czego nie powiedziały lub co przekłamały oficjalne środki przekazu , od razu pojawiało się na stronach internetowych zakładanych spontanicznie na serwerach całego świata .	0	test	1	0
ADP+NOUN	na	21	serwerach	22	na serwerach	Wszystko , czego nie powiedziały lub co przekłamały oficjalne środki przekazu , od razu pojawiało się na stronach internetowych zakładanych spontanicznie na serwerach całego świata .	0	test	1	0
ADJ+NOUN	całego	23	świata	24	całego świata	Wszystko , czego nie powiedziały lub co przekłamały oficjalne środki przekazu , od razu pojawiało się na stronach internetowych zakładanych spontanicznie na serwerach całego świata .	0	test	1	0
ADP+NOUN	od	16	turystów	17	od turystów	Dotychczas , tylko m.in . w Dąbkach , Dąbkowicach i Bobolinie , pobierano ( np . od turystów ) opłaty miejscowe , czyli tzw . klimatyczne .	0	test	1	0
NOUN+ADJ	opłaty	19	miejscowe	20	opłaty miejscowe	Dotychczas , tylko m.in . w Dąbkach , Dąbkowicach i Bobolinie , pobierano ( np . od turystów ) opłaty miejscowe , czyli tzw . klimatyczne .	0	test	1	0
NOUN+VERB	słowo	5	określa	6	słowo określa	- Zgoda , jeśli to słowo określa stan ducha , a nie samo pisanie wierszy - zgadza się szef kancelarii premiera .	0	test	1	0
VERB+NOUN	określa	6	stan	7	określa stan	- Zgoda , jeśli to słowo określa stan ducha , a nie samo pisanie wierszy - zgadza się szef kancelarii premiera .	0	test	1	0
NOUN+NOUN	stan	7	ducha	8	stan ducha	- Zgoda , jeśli to słowo określa stan ducha , a nie samo pisanie wierszy - zgadza się szef kancelarii premiera .	0	test	1	0
ADJ+NOUN	samo	12	pisanie	13	samo pisanie	- Zgoda , jeśli to słowo określa stan ducha , a nie samo pisanie wierszy - zgadza się szef kancelarii premiera .	0	test	1	0
NOUN+NOUN	pisanie	13	wierszy	14	pisanie wierszy	- Zgoda , jeśli to słowo określa stan ducha , a nie samo pisanie wierszy - zgadza się szef kancelarii premiera .	0	test	1	0
NOUN+NOUN	szef	18	kancelarii	19	szef kancelarii	- Zgoda , jeśli to słowo określa stan ducha , a nie samo pisanie wierszy - zgadza się szef kancelarii premiera .	0	test	1	0
NOUN+NOUN	kancelarii	19	premiera	20	kancelarii premiera	- Zgoda , jeśli to słowo określa stan ducha , a nie samo pisanie wierszy - zgadza się szef kancelarii premiera .	0	test	1	0
ADP+NOUN	bez	14	świateł	15	bez świateł	- Ulica jest ciemna , poza tym jest dziś mgła , a samochód był bez świateł , numeru więc nie mogłem mogł em wypatrzeć .	0	test	1	0
ADP+NOUN	z	1	oczekiwaniami	2	z oczekiwaniami	Zgodnie z oczekiwaniami po złoto sięgnęły ekipy gospodarzy .	0	test	1	0
ADP+NOUN	po	3	złoto	4	po złoto	Zgodnie z oczekiwaniami po złoto sięgnęły ekipy gospodarzy .	0	test	1	0
NOUN+VERB	złoto	4	sięgnęły	5	złoto sięgnęły	Zgodnie z oczekiwaniami po złoto sięgnęły ekipy gospodarzy .	0	test	1	0
VERB+NOUN	sięgnęły	5	ekipy	6	sięgnęły ekipy	Zgodnie z oczekiwaniami po złoto sięgnęły ekipy gospodarzy .	0	test	1	0
NOUN+NOUN	ekipy	6	gospodarzy	7	ekipy gospodarzy	Zgodnie z oczekiwaniami po złoto sięgnęły ekipy gospodarzy .	0	test	1	0
ADJ+NOUN	dobra	2	wiadomość	3	dobra wiadomość	Pojawiła się dobra wiadomość dla uczniów szkół średnich z Pelplina i okolic , którzy chcieliby chcieli by kontynuować naukę blisko miejsca zamieszkania .	0	test	1	0
ADP+NOUN	dla	4	uczniów	5	dla uczniów	Pojawiła się dobra wiadomość dla uczniów szkół średnich z Pelplina i okolic , którzy chcieliby chcieli by kontynuować naukę blisko miejsca zamieszkania .	0	test	1	0
NOUN+NOUN	uczniów	5	szkół	6	uczniów szkół	Pojawiła się dobra wiadomość dla uczniów szkół średnich z Pelplina i okolic , którzy chcieliby chcieli by kontynuować naukę blisko miejsca zamieszkania .	0	test	1	0
NOUN+ADJ	szkół	6	średnich	7	szkół średnich	Pojawiła się dobra wiadomość dla uczniów szkół średnich z Pelplina i okolic , którzy chcieliby chcieli by kontynuować naukę blisko miejsca zamieszkania .	0	test	1	0
VERB+NOUN	kontynuować	17	naukę	18	kontynuować naukę	Pojawiła się dobra wiadomość dla uczniów szkół średnich z Pelplina i okolic , którzy chcieliby chcieli by kontynuować naukę blisko miejsca zamieszkania .	0	test	1	0
NOUN+NOUN	miejsca	20	zamieszkania	21	miejsca zamieszkania	Pojawiła się dobra wiadomość dla uczniów szkół średnich z Pelplina i okolic , którzy chcieliby chcieli by kontynuować naukę blisko miejsca zamieszkania .	0	test	1	0
VERB+PRON	podsumowuje	14	to	15	podsumowuje to	"Justyna staje się "" terapeutką "" - wypytuje innych , interpretuje ich zachowanie , podsumowuje to , co się dzieje , rzuca propozycje ."	0	test	1	0
ADJ+NOUN	Były	0	prezydent	1	Były prezydent	"Były prezydent Lech Wałęsa oświadczył , że otrzymał od najwyższych przedstawicieli "" obozu komunistycznego "" informację , iż płk Ryszard Kukliński został wysłany przez nich do USA jako komunistyczny agent ."	0	test	1	0
ADJ+NOUN	najwyższych	9	przedstawicieli	10	najwyższych przedstawicieli	"Były prezydent Lech Wałęsa oświadczył , że otrzymał od najwyższych przedstawicieli "" obozu komunistycznego "" informację , iż płk Ryszard Kukliński został wysłany przez nich do USA jako komunistyczny agent ."	0	test	1	0
NOUN+ADJ	obozu	12	komunistycznego	13	obozu komunistycznego	"Były prezydent Lech Wałęsa oświadczył , że otrzymał od najwyższych przedstawicieli "" obozu komunistycznego "" informację , iż płk Ryszard Kukliński został wysłany przez nich do USA jako komunistyczny agent ."	0	test	1	0
ADJ+NOUN	komunistyczny	28	agent	29	komunistyczny agent	"Były prezydent Lech Wałęsa oświadczył , że otrzymał od najwyższych przedstawicieli "" obozu komunistycznego "" informację , iż płk Ryszard Kukliński został wysłany przez nich do USA jako komunistyczny agent ."	0	test	1	0
ADP+NOUN	Dzięki	0	lekarzom	1	Dzięki lekarzom	Dzięki lekarzom , wsparciu rodziny i samozaparciu pokonał chorobę .	0	test	1	0
NOUN+NOUN	wsparciu	3	rodziny	4	wsparciu rodziny	Dzięki lekarzom , wsparciu rodziny i samozaparciu pokonał chorobę .	0	test	1	0
NOUN+VERB	samozaparciu	6	pokonał	7	samozaparciu pokonał	Dzięki lekarzom , wsparciu rodziny i samozaparciu pokonał chorobę .	0	test	1	0
VERB+NOUN	pokonał	7	chorobę	8	pokonał chorobę	Dzięki lekarzom , wsparciu rodziny i samozaparciu pokonał chorobę .	0	test	1	0
ADP+NOUN	na	5	łóżku	6	na łóżku	Kiedy baraszkowała z Piotrkiem Lato na łóżku w sypialni , wyglądała bardzo pociągająco .	0	test	1	0
ADP+NOUN	w	7	sypialni	8	w sypialni	Kiedy baraszkowała z Piotrkiem Lato na łóżku w sypialni , wyglądała bardzo pociągająco .	0	test	1	0
NOUN+VERB	Wdowa	2	uważała	3	Wdowa uważała	Ale Moja Wdowa uważała , że zupy te czynią żołądek gładkim i młodym .	0	test	1	0
VERB+NOUN	czynią	8	żołądek	9	czynią żołądek	Ale Moja Wdowa uważała , że zupy te czynią żołądek gładkim i młodym .	0	test	1	0
NOUN+ADJ	żołądek	9	gładkim	10	żołądek gładkim	Ale Moja Wdowa uważała , że zupy te czynią żołądek gładkim i młodym .	0	test	1	0
VERB+PRON	nauczył	2	się	3	nauczył się	- Zanim nauczył się czytać i pisać , umiał już obsługiwać komputer - śmieje się dyrektor .	0	test	1	1
VERB+NOUN	obsługiwać	10	komputer	11	obsługiwać komputer	- Zanim nauczył się czytać i pisać , umiał już obsługiwać komputer - śmieje się dyrektor .	0	test	1	0
NOUN+ADJ	Rozdział	0	III	1	Rozdział III	"Rozdział III pracy "" zwieńczają "" dwie typologie badanych osób dorosłych , opracowane według reguł badań jakościowych ."	0	test	1	0
ADJ+NOUN	badanych	8	osób	9	badanych osób	"Rozdział III pracy "" zwieńczają "" dwie typologie badanych osób dorosłych , opracowane według reguł badań jakościowych ."	0	test	1	0
NOUN+ADJ	osób	9	dorosłych	10	osób dorosłych	"Rozdział III pracy "" zwieńczają "" dwie typologie badanych osób dorosłych , opracowane według reguł badań jakościowych ."	0	test	1	0
ADP+NOUN	według	13	reguł	14	według reguł	"Rozdział III pracy "" zwieńczają "" dwie typologie badanych osób dorosłych , opracowane według reguł badań jakościowych ."	0	test	1	0
NOUN+NOUN	reguł	14	badań	15	reguł badań	"Rozdział III pracy "" zwieńczają "" dwie typologie badanych osób dorosłych , opracowane według reguł badań jakościowych ."	0	test	1	0
NOUN+ADJ	badań	15	jakościowych	16	badań jakościowych	"Rozdział III pracy "" zwieńczają "" dwie typologie badanych osób dorosłych , opracowane według reguł badań jakościowych ."	0	test	1	0
ADJ+NOUN	polskiej	4	demokracji	5	polskiej demokracji	"To plama na młodej polskiej demokracji - powiedział Steinberg „ The Washington Post "" ."	0	test	1	0
VERB+ADP	jest	2	w	3	jest w	A jak jest w rzeczywistości ?	0	test	1	0
ADP+NOUN	w	3	rzeczywistości	4	w rzeczywistości	A jak jest w rzeczywistości ?	0	test	1	0
NOUN+VERB	pasterze	1	błogosławią	2	pasterze błogosławią	Twoi pasterze błogosławią ciągnące na wojnę armaty .	0	test	1	0
ADP+NOUN	na	4	wojnę	5	na wojnę	Twoi pasterze błogosławią ciągnące na wojnę armaty .	0	test	1	0
ADP+NOUN	na	2	ogół	3	na ogół	Szczepan sam na ogół froterował podłogi , używając szczotek , które wsuwało się pod buty i jeździło później na nich po podłodze metr za metrem , klepka za klepką , aż stała się błyszcząca jak lustro .	0	test	1	0
VERB+NOUN	froterował	4	podłogi	5	froterował podłogi	Szczepan sam na ogół froterował podłogi , używając szczotek , które wsuwało się pod buty i jeździło później na nich po podłodze metr za metrem , klepka za klepką , aż stała się błyszcząca jak lustro .	0	test	1	0
VERB+NOUN	używając	7	szczotek	8	używając szczotek	Szczepan sam na ogół froterował podłogi , używając szczotek , które wsuwało się pod buty i jeździło później na nich po podłodze metr za metrem , klepka za klepką , aż stała się błyszcząca jak lustro .	0	test	1	0
VERB+PRON	wsuwało	11	się	12	wsuwało się	Szczepan sam na ogół froterował podłogi , używając szczotek , które wsuwało się pod buty i jeździło później na nich po podłodze metr za metrem , klepka za klepką , aż stała się błyszcząca jak lustro .	0	test	1	0
ADP+NOUN	pod	13	buty	14	pod buty	Szczepan sam na ogół froterował podłogi , używając szczotek , które wsuwało się pod buty i jeździło później na nich po podłodze metr za metrem , klepka za klepką , aż stała się błyszcząca jak lustro .	0	test	1	0
ADP+NOUN	po	20	podłodze	21	po podłodze	Szczepan sam na ogół froterował podłogi , używając szczotek , które wsuwało się pod buty i jeździło później na nich po podłodze metr za metrem , klepka za klepką , aż stała się błyszcząca jak lustro .	0	test	1	0
ADP+NOUN	za	23	metrem	24	za metrem	Szczepan sam na ogół froterował podłogi , używając szczotek , które wsuwało się pod buty i jeździło później na nich po podłodze metr za metrem , klepka za klepką , aż stała się błyszcząca jak lustro .	0	test	1	0
ADP+NOUN	za	27	klepką	28	za klepką	Szczepan sam na ogół froterował podłogi , używając szczotek , które wsuwało się pod buty i jeździło później na nich po podłodze metr za metrem , klepka za klepką , aż stała się błyszcząca jak lustro .	0	test	1	0
VERB+NOUN	brakuje	10	czasu	11	brakuje czasu	Wieczorem jesteśmy na nie zbyt zmęczone , a rano najczęściej brakuje czasu .	0	test	1	0
ADJ+NOUN	harmonijna	4	paleta	5	harmonijna paleta	"Wspaniała , delikatna i harmonijna paleta barw , wielka wrażliwość i kultura malarska , imponujące psychologiczne "" odkrywanie "" swych modeli – to niezaprzeczalne zalety jej sztuki ."	0	test	1	0
NOUN+NOUN	paleta	5	barw	6	paleta barw	"Wspaniała , delikatna i harmonijna paleta barw , wielka wrażliwość i kultura malarska , imponujące psychologiczne "" odkrywanie "" swych modeli – to niezaprzeczalne zalety jej sztuki ."	0	test	1	0
ADJ+NOUN	wielka	8	wrażliwość	9	wielka wrażliwość	"Wspaniała , delikatna i harmonijna paleta barw , wielka wrażliwość i kultura malarska , imponujące psychologiczne "" odkrywanie "" swych modeli – to niezaprzeczalne zalety jej sztuki ."	0	test	1	0
NOUN+ADJ	kultura	11	malarska	12	kultura malarska	"Wspaniała , delikatna i harmonijna paleta barw , wielka wrażliwość i kultura malarska , imponujące psychologiczne "" odkrywanie "" swych modeli – to niezaprzeczalne zalety jej sztuki ."	0	test	1	0
ADJ+NOUN	niezaprzeczalne	23	zalety	24	niezaprzeczalne zalety	"Wspaniała , delikatna i harmonijna paleta barw , wielka wrażliwość i kultura malarska , imponujące psychologiczne "" odkrywanie "" swych modeli – to niezaprzeczalne zalety jej sztuki ."	0	test	1	0
NOUN+VERB	energia	13	wędrowała	14	energia wędrowała	Bo to jest ta spółka , która decyduje o tym , żeby ta energia wędrowała od producenta pod wskazany adres odbiorcy za pomocą sieci .	0	test	1	0
ADP+NOUN	od	15	producenta	16	od producenta	Bo to jest ta spółka , która decyduje o tym , żeby ta energia wędrowała od producenta pod wskazany adres odbiorcy za pomocą sieci .	0	test	1	0
ADJ+NOUN	wskazany	18	adres	19	wskazany adres	Bo to jest ta spółka , która decyduje o tym , żeby ta energia wędrowała od producenta pod wskazany adres odbiorcy za pomocą sieci .	0	test	1	0
NOUN+NOUN	adres	19	odbiorcy	20	adres odbiorcy	Bo to jest ta spółka , która decyduje o tym , żeby ta energia wędrowała od producenta pod wskazany adres odbiorcy za pomocą sieci .	0	test	1	0
ADP+NOUN	za	21	pomocą	22	za pomocą	Bo to jest ta spółka , która decyduje o tym , żeby ta energia wędrowała od producenta pod wskazany adres odbiorcy za pomocą sieci .	0	test	1	0
VERB+PRON	eksponujemy	1	go	2	eksponujemy go	Nie eksponujemy go szczególnie , by nie robić niepotrzebnej szopki .	0	test	1	0
